Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1354,418,1354,(X)
Estimate Sex And Age Total Population Male,515,174,38.0,6.2
Estimate Sex And Age Total Population Female,839,276,62.0,6.2
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),61.4,16.2,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,59,24,4.4,2.1
Estimate Sex And Age Total Population 5 To 9 Years,214,85,15.8,3.7
Estimate Sex And Age Total Population 10 To 14 Years,0,13,0.0,2.9
Estimate Sex And Age Total Population 15 To 19 Years,61,65,4.5,3.9
Estimate Sex And Age Total Population 20 To 24 Years,88,91,6.5,5.5
Estimate Sex And Age Total Population 25 To 34 Years,28,30,2.1,2.3
Estimate Sex And Age Total Population 35 To 44 Years,219,112,16.2,6.6
Estimate Sex And Age Total Population 45 To 54 Years,149,96,11.0,5.4
Estimate Sex And Age Total Population 55 To 59 Years,40,35,3.0,3.0
Estimate Sex And Age Total Population 60 To 64 Years,107,66,7.9,4.7
Estimate Sex And Age Total Population 65 To 74 Years,243,151,17.9,10.7
Estimate Sex And Age Total Population 75 To 84 Years,146,111,10.8,9.0
Estimate Sex And Age Total Population 85 Years And Over,0,13,0.0,2.9
Estimate Sex And Age Total Population Median Age (Years),45.2,7.1,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,333,145,24.6,5.7
Estimate Sex And Age Total Population 16 Years And Over,1081,349,79.8,4.7
Estimate Sex And Age Total Population 18 Years And Over,1021,302,75.4,5.7
Estimate Sex And Age Total Population 21 Years And Over,957,262,70.7,10.0
Estimate Sex And Age Total Population 62 Years And Over,472,197,34.9,14.5
Estimate Sex And Age Total Population 65 Years And Over,389,171,28.7,13.0
Estimate Sex And Age Total Population 18 Years And Over,1021,302,1021,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,515,174,50.4,9.3
Estimate Sex And Age Total Population 18 Years And Over Female,506,181,49.6,9.3
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),101.8,38.3,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,389,171,389,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,201,100,51.7,16.9
Estimate Sex And Age Total Population 65 Years And Over Female,188,112,48.3,16.9
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),106.9,74.7,(X),(X)
Estimate Race Total Population,1354,418,1354,(X)
Estimate Race Total Population One Race,1142,395,84.3,7.1
Estimate Race Total Population Two Or More Races,212,92,15.7,7.1
Estimate Race Total Population One Race,1142,395,84.3,7.1
Estimate Race Total Population One Race White,1009,400,74.5,12.3
Estimate Race Total Population One Race Black Or African American,43,55,3.2,4.2
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,2.9
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,2.9
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,2.9
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,2.9
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,2.9
Estimate Race Total Population One Race Asian,15,25,1.1,2.0
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,2.9
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,2.9
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,2.9
Estimate Race Total Population One Race Asian Japanese,15,25,1.1,2.0
Estimate Race Total Population One Race Asian Korean,0,13,0.0,2.9
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,2.9
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,2.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,75,63,5.5,4.8
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,75,63,5.5,4.8
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,2.9
