Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,2370,828,2370,(X)
Estimate Sex And Age Total Population Male,1203,460,50.8,8.4
Estimate Sex And Age Total Population Female,1167,459,49.2,8.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),103.1,36.1,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,268,242,11.3,7.3
Estimate Sex And Age Total Population 5 To 9 Years,55,70,2.3,2.7
Estimate Sex And Age Total Population 10 To 14 Years,247,209,10.4,6.3
Estimate Sex And Age Total Population 15 To 19 Years,118,104,5.0,4.4
Estimate Sex And Age Total Population 20 To 24 Years,60,68,2.5,3.3
Estimate Sex And Age Total Population 25 To 34 Years,443,329,18.7,8.9
Estimate Sex And Age Total Population 35 To 44 Years,209,110,8.8,5.5
Estimate Sex And Age Total Population 45 To 54 Years,302,171,12.7,6.7
Estimate Sex And Age Total Population 55 To 59 Years,131,85,5.5,4.2
Estimate Sex And Age Total Population 60 To 64 Years,31,35,1.3,1.5
Estimate Sex And Age Total Population 65 To 74 Years,330,145,13.9,6.4
Estimate Sex And Age Total Population 75 To 84 Years,176,98,7.4,5.5
Estimate Sex And Age Total Population 85 Years And Over,0,13,0.0,1.6
Estimate Sex And Age Total Population Median Age (Years),34.9,14.7,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,668,464,28.2,11.5
Estimate Sex And Age Total Population 16 Years And Over,1778,462,75.0,12.3
Estimate Sex And Age Total Population 18 Years And Over,1702,438,71.8,11.5
Estimate Sex And Age Total Population 21 Years And Over,1670,428,70.5,11.4
Estimate Sex And Age Total Population 62 Years And Over,518,163,21.9,9.4
Estimate Sex And Age Total Population 65 Years And Over,506,160,21.4,9.2
Estimate Sex And Age Total Population 18 Years And Over,1702,438,1702,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,870,242,51.1,5.8
Estimate Sex And Age Total Population 18 Years And Over Female,832,239,48.9,5.8
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),104.6,24.9,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,506,160,506,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,240,106,47.4,10.6
Estimate Sex And Age Total Population 65 Years And Over Female,266,85,52.6,10.6
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),90.2,38.8,(X),(X)
Estimate Race Total Population,2370,828,2370,(X)
Estimate Race Total Population One Race,2223,878,93.8,8.5
Estimate Race Total Population Two Or More Races,147,183,6.2,8.5
Estimate Race Total Population One Race,2223,878,93.8,8.5
Estimate Race Total Population One Race White,2223,878,93.8,8.5
Estimate Race Total Population One Race Black Or African American,0,13,0.0,1.6
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,1.6
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,1.6
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,1.6
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,1.6
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,1.6
Estimate Race Total Population One Race Asian,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Korean,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,1.6
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,1.6
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,1.6
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,1.6
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,1.6
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,1.6
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,1.6
Estimate Race Total Population One Race Some Other Race,0,13,0.0,1.6
Estimate Race Total Population Two Or More Races,147,183,6.2,8.5
