Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,978,220,978,(X)
Estimate Sex And Age Total Population Male,565,165,57.8,7.4
Estimate Sex And Age Total Population Female,413,94,42.2,7.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),136.8,40.6,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,99,53,10.1,5.1
Estimate Sex And Age Total Population 5 To 9 Years,60,35,6.1,3.3
Estimate Sex And Age Total Population 10 To 14 Years,53,33,5.4,3.3
Estimate Sex And Age Total Population 15 To 19 Years,41,25,4.2,2.3
Estimate Sex And Age Total Population 20 To 24 Years,107,60,10.9,5.6
Estimate Sex And Age Total Population 25 To 34 Years,98,52,10.0,4.7
Estimate Sex And Age Total Population 35 To 44 Years,95,53,9.7,4.8
Estimate Sex And Age Total Population 45 To 54 Years,76,42,7.8,4.5
Estimate Sex And Age Total Population 55 To 59 Years,68,41,7.0,4.1
Estimate Sex And Age Total Population 60 To 64 Years,160,135,16.4,12.7
Estimate Sex And Age Total Population 65 To 74 Years,102,47,10.4,5.0
Estimate Sex And Age Total Population 75 To 84 Years,18,16,1.8,1.7
Estimate Sex And Age Total Population 85 Years And Over,1,3,0.1,0.3
Estimate Sex And Age Total Population Median Age (Years),37.0,13.7,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,238,103,24.3,9.4
Estimate Sex And Age Total Population 16 Years And Over,756,196,77.3,9.1
Estimate Sex And Age Total Population 18 Years And Over,740,194,75.7,9.4
Estimate Sex And Age Total Population 21 Years And Over,690,176,70.6,8.9
Estimate Sex And Age Total Population 62 Years And Over,257,142,26.3,12.6
Estimate Sex And Age Total Population 65 Years And Over,121,48,12.4,5.1
Estimate Sex And Age Total Population 18 Years And Over,740,194,740,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,410,150,55.4,9.3
Estimate Sex And Age Total Population 18 Years And Over Female,330,80,44.6,9.3
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),124.2,44.8,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,121,48,121,(X)
