Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,457,153,457,(X)
Estimate Sex And Age Total Population Male,237,97,51.9,8.6
Estimate Sex And Age Total Population Female,220,73,48.1,8.6
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),107.7,36.7,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,34,29,7.4,5.0
Estimate Sex And Age Total Population 5 To 9 Years,40,33,8.8,5.8
Estimate Sex And Age Total Population 10 To 14 Years,32,34,7.0,6.5
Estimate Sex And Age Total Population 15 To 19 Years,0,10,0.0,5.3
Estimate Sex And Age Total Population 20 To 24 Years,0,10,0.0,5.3
Estimate Sex And Age Total Population 25 To 34 Years,18,24,3.9,4.8
Estimate Sex And Age Total Population 35 To 44 Years,65,46,14.2,7.2
Estimate Sex And Age Total Population 45 To 54 Years,29,32,6.3,6.8
Estimate Sex And Age Total Population 55 To 59 Years,35,31,7.7,7.0
Estimate Sex And Age Total Population 60 To 64 Years,28,27,6.1,5.4
Estimate Sex And Age Total Population 65 To 74 Years,103,55,22.5,12.5
Estimate Sex And Age Total Population 75 To 84 Years,67,47,14.7,11.1
Estimate Sex And Age Total Population 85 Years And Over,6,10,1.3,2.3
Estimate Sex And Age Total Population Median Age (Years),56.9,17.5,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,106,74,23.2,11.2
Estimate Sex And Age Total Population 16 Years And Over,351,101,76.8,11.2
Estimate Sex And Age Total Population 18 Years And Over,351,101,76.8,11.2
Estimate Sex And Age Total Population 21 Years And Over,351,101,76.8,11.2
Estimate Sex And Age Total Population 62 Years And Over,185,70,40.5,16.4
Estimate Sex And Age Total Population 65 Years And Over,176,67,38.5,16.8
Estimate Sex And Age Total Population 18 Years And Over,351,101,351,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,155,52,44.2,8.3
Estimate Sex And Age Total Population 18 Years And Over Female,196,64,55.8,8.3
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),79.1,26.7,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,176,67,176,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,72,33,40.9,13.2
Estimate Sex And Age Total Population 65 Years And Over Female,104,48,59.1,13.2
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),69.2,39.2,(X),(X)
Estimate Race Total Population,457,153,457,(X)
Estimate Race Total Population One Race,457,153,100.0,5.3
Estimate Race Total Population Two Or More Races,0,10,0.0,5.3
Estimate Race Total Population One Race,457,153,100.0,5.3
Estimate Race Total Population One Race White,457,153,100.0,5.3
Estimate Race Total Population One Race Black Or African American,0,10,0.0,5.3
Estimate Race Total Population One Race American Indian And Alaska Native,0,10,0.0,5.3
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,10,0.0,5.3
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,10,0.0,5.3
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,10,0.0,5.3
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,10,0.0,5.3
Estimate Race Total Population One Race Asian,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Asian Indian,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Chinese,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Filipino,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Japanese,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Korean,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Vietnamese,0,10,0.0,5.3
Estimate Race Total Population One Race Asian Other Asian,0,10,0.0,5.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,10,0.0,5.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,10,0.0,5.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,10,0.0,5.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,10,0.0,5.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,10,0.0,5.3
Estimate Race Total Population One Race Some Other Race,0,10,0.0,5.3
Estimate Race Total Population Two Or More Races,0,10,0.0,5.3
Estimate Race Total Population Two Or More Races White And Black Or African American,0,10,0.0,5.3
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,10,0.0,5.3
Estimate Race Total Population Two Or More Races White And Asian,0,10,0.0,5.3
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,10,0.0,5.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,457,153,457,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,457,153,100.0,5.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,0,10,0.0,5.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,10,0.0,5.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,10,0.0,5.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,10,0.0,5.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population,457,153,457,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),17,28,3.7,5.7
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,17,28,3.7,5.7
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,440,144,96.3,5.7
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,440,144,96.3,5.7
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,0,10,0.0,5.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,0,10,0.0,5.3
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",0,10,0.0,5.3
Estimate Total Housing Units,206,57,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",351,101,351,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",155,52,44.2,8.3
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",196,64,55.8,8.3
