Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,3870,510,3870,(X)
Estimate Sex And Age Total Population Male,1999,290,51.7,4.0
Estimate Sex And Age Total Population Female,1871,304,48.3,4.0
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),106.8,17.1,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,265,115,6.8,2.9
Estimate Sex And Age Total Population 5 To 9 Years,257,126,6.6,3.2
Estimate Sex And Age Total Population 10 To 14 Years,237,133,6.1,3.2
Estimate Sex And Age Total Population 15 To 19 Years,334,185,8.6,4.5
Estimate Sex And Age Total Population 20 To 24 Years,303,153,7.8,3.5
Estimate Sex And Age Total Population 25 To 34 Years,583,200,15.1,5.1
Estimate Sex And Age Total Population 35 To 44 Years,342,96,8.8,2.5
Estimate Sex And Age Total Population 45 To 54 Years,469,187,12.1,4.3
Estimate Sex And Age Total Population 55 To 59 Years,337,134,8.7,3.6
Estimate Sex And Age Total Population 60 To 64 Years,184,78,4.8,2.1
Estimate Sex And Age Total Population 65 To 74 Years,186,79,4.8,2.3
Estimate Sex And Age Total Population 75 To 84 Years,301,253,7.8,6.4
Estimate Sex And Age Total Population 85 Years And Over,72,54,1.9,1.5
Estimate Sex And Age Total Population Median Age (Years),34.7,4.9,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,926,298,23.9,6.6
Estimate Sex And Age Total Population 16 Years And Over,3076,445,79.5,5.7
Estimate Sex And Age Total Population 18 Years And Over,2944,428,76.1,6.6
Estimate Sex And Age Total Population 21 Years And Over,2673,383,69.1,7.1
Estimate Sex And Age Total Population 62 Years And Over,657,239,17.0,6.1
Estimate Sex And Age Total Population 65 Years And Over,559,237,14.4,6.1
Estimate Sex And Age Total Population 18 Years And Over,2944,428,2944,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,1531,279,52.0,4.1
Estimate Sex And Age Total Population 18 Years And Over Female,1413,207,48.0,4.1
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),108.4,17.6,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,559,237,559,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,255,108,45.6,6.9
Estimate Sex And Age Total Population 65 Years And Over Female,304,141,54.4,6.9
