Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,973,107,973,(X)
Estimate Sex And Age Total Population Male,529,68,54.4,3.9
Estimate Sex And Age Total Population Female,444,63,45.6,3.9
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),119.1,18.2,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,79,26,8.1,2.2
Estimate Sex And Age Total Population 5 To 9 Years,69,22,7.1,2.2
Estimate Sex And Age Total Population 10 To 14 Years,84,32,8.6,2.9
Estimate Sex And Age Total Population 15 To 19 Years,80,30,8.2,2.8
Estimate Sex And Age Total Population 20 To 24 Years,19,16,2.0,1.6
Estimate Sex And Age Total Population 25 To 34 Years,82,30,8.4,2.9
Estimate Sex And Age Total Population 35 To 44 Years,128,39,13.2,3.8
Estimate Sex And Age Total Population 45 To 54 Years,120,30,12.3,2.8
Estimate Sex And Age Total Population 55 To 59 Years,70,24,7.2,2.4
Estimate Sex And Age Total Population 60 To 64 Years,37,15,3.8,1.5
Estimate Sex And Age Total Population 65 To 74 Years,129,42,13.3,4.3
Estimate Sex And Age Total Population 75 To 84 Years,59,21,6.1,2.1
Estimate Sex And Age Total Population 85 Years And Over,17,12,1.7,1.2
Estimate Sex And Age Total Population Median Age (Years),37.8,4.5,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,292,59,30.0,4.0
Estimate Sex And Age Total Population 16 Years And Over,717,73,73.7,3.9
Estimate Sex And Age Total Population 18 Years And Over,681,71,70.0,4.0
Estimate Sex And Age Total Population 21 Years And Over,646,67,66.4,4.9
Estimate Sex And Age Total Population 62 Years And Over,223,50,22.9,5.0
Estimate Sex And Age Total Population 65 Years And Over,205,50,21.1,5.0
Estimate Sex And Age Total Population 18 Years And Over,681,71,681,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,350,40,51.4,3.2
Estimate Sex And Age Total Population 18 Years And Over Female,331,43,48.6,3.2
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),105.7,13.6,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,205,50,205,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,100,26,48.8,5.3
Estimate Sex And Age Total Population 65 Years And Over Female,105,28,51.2,5.3
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),95.2,19.6,(X),(X)
Estimate Race Total Population,973,107,973,(X)
Estimate Race Total Population One Race,917,110,94.2,2.4
Estimate Race Total Population Two Or More Races,56,22,5.8,2.4
Estimate Race Total Population One Race,917,110,94.2,2.4
