Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,753,179,753,(X)
Estimate Sex And Age Total Population Male,421,104,55.9,5.4
Estimate Sex And Age Total Population Female,332,93,44.1,5.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),126.8,27.2,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,46,39,6.1,4.7
Estimate Sex And Age Total Population 5 To 9 Years,46,32,6.1,3.5
Estimate Sex And Age Total Population 10 To 14 Years,9,11,1.2,1.4
Estimate Sex And Age Total Population 15 To 19 Years,65,44,8.6,5.2
Estimate Sex And Age Total Population 20 To 24 Years,36,25,4.8,3.3
Estimate Sex And Age Total Population 25 To 34 Years,76,43,10.1,5.6
Estimate Sex And Age Total Population 35 To 44 Years,118,57,15.7,6.1
Estimate Sex And Age Total Population 45 To 54 Years,104,43,13.8,5.5
Estimate Sex And Age Total Population 55 To 59 Years,62,58,8.2,7.2
Estimate Sex And Age Total Population 60 To 64 Years,90,48,12.0,5.5
Estimate Sex And Age Total Population 65 To 74 Years,50,31,6.6,4.4
Estimate Sex And Age Total Population 75 To 84 Years,28,17,3.7,2.5
Estimate Sex And Age Total Population 85 Years And Over,23,26,3.1,3.5
Estimate Sex And Age Total Population Median Age (Years),43.6,7.0,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,143,73,19.0,7.1
Estimate Sex And Age Total Population 16 Years And Over,638,144,84.7,7.2
Estimate Sex And Age Total Population 18 Years And Over,610,136,81.0,7.1
Estimate Sex And Age Total Population 21 Years And Over,577,131,76.6,7.7
Estimate Sex And Age Total Population 62 Years And Over,172,68,22.8,8.8
Estimate Sex And Age Total Population 65 Years And Over,101,47,13.4,7.2
Estimate Sex And Age Total Population 18 Years And Over,610,136,610,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,348,82,57.0,5.7
Estimate Sex And Age Total Population 18 Years And Over Female,262,71,43.0,5.7
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),132.8,30.2,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,101,47,101,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,48,23,47.5,12.8
Estimate Sex And Age Total Population 65 Years And Over Female,53,31,52.5,12.8
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),90.6,45.0,(X),(X)
Estimate Race Total Population,753,179,753,(X)
Estimate Race Total Population One Race,746,178,99.1,1.4
Estimate Race Total Population Two Or More Races,7,11,0.9,1.4
Estimate Race Total Population One Race,746,178,99.1,1.4
Estimate Race Total Population One Race White,676,159,89.8,6.1
Estimate Race Total Population One Race Black Or African American,20,30,2.7,3.9
Estimate Race Total Population One Race American Indian And Alaska Native,0,12,0.0,4.5
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,12,0.0,4.5
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,12,0.0,4.5
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,12,0.0,4.5
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,12,0.0,4.5
Estimate Race Total Population One Race Asian,11,15,1.5,2.1
Estimate Race Total Population One Race Asian Asian Indian,0,12,0.0,4.5
Estimate Race Total Population One Race Asian Chinese,0,12,0.0,4.5
Estimate Race Total Population One Race Asian Filipino,0,12,0.0,4.5
Estimate Race Total Population One Race Asian Japanese,11,15,1.5,2.1
Estimate Race Total Population One Race Asian Korean,0,12,0.0,4.5
Estimate Race Total Population One Race Asian Vietnamese,0,12,0.0,4.5
Estimate Race Total Population One Race Asian Other Asian,0,12,0.0,4.5
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,12,0.0,4.5
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,12,0.0,4.5
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,12,0.0,4.5
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,12,0.0,4.5
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,12,0.0,4.5
Estimate Race Total Population One Race Some Other Race,39,39,5.2,4.8
Estimate Race Total Population Two Or More Races,7,11,0.9,1.4
Estimate Race Total Population Two Or More Races White And Black Or African American,0,12,0.0,4.5
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,12,0.0,4.5
Estimate Race Total Population Two Or More Races White And Asian,7,11,0.9,1.4
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,12,0.0,4.5
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,753,179,753,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,683,160,90.7,5.8
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,20,30,2.7,3.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,12,0.0,4.5
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,18,25,2.4,3.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,12,0.0,4.5
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,39,39,5.2,4.8
Estimate Hispanic Or Latino And Race Total Population,753,179,753,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),40,39,5.3,4.8
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,39,39,5.2,4.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,1,2,0.1,0.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,12,0.0,4.5
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,0,12,0.0,4.5
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,713,165,94.7,4.8
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,675,159,89.6,6.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,20,30,2.7,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,12,0.0,4.5
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,11,15,1.5,2.1
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,12,0.0,4.5
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,12,0.0,4.5
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,7,11,0.9,1.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,0,12,0.0,4.5
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",7,11,0.9,1.4
Estimate Total Housing Units,350,74,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",599,135,599,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",348,82,58.1,6.0
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",251,71,41.9,6.0
