Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,401,214,401,(X)
Estimate Sex And Age Total Population Male,278,171,69.3,9.9
Estimate Sex And Age Total Population Female,123,58,30.7,9.9
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),226.0,99.1,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,56,48,14.0,7.5
Estimate Sex And Age Total Population 5 To 9 Years,52,46,13.0,6.7
Estimate Sex And Age Total Population 10 To 14 Years,5,7,1.2,1.8
Estimate Sex And Age Total Population 15 To 19 Years,14,14,3.5,3.6
Estimate Sex And Age Total Population 20 To 24 Years,0,14,0.0,11.2
Estimate Sex And Age Total Population 25 To 34 Years,141,132,35.2,18.8
Estimate Sex And Age Total Population 35 To 44 Years,17,16,4.2,3.9
Estimate Sex And Age Total Population 45 To 54 Years,55,44,13.7,11.5
Estimate Sex And Age Total Population 55 To 59 Years,0,14,0.0,11.2
Estimate Sex And Age Total Population 60 To 64 Years,6,6,1.5,1.9
Estimate Sex And Age Total Population 65 To 74 Years,35,30,8.7,9.2
Estimate Sex And Age Total Population 75 To 84 Years,18,28,4.5,7.0
Estimate Sex And Age Total Population 85 Years And Over,2,3,0.5,0.9
Estimate Sex And Age Total Population Median Age (Years),27.2,6.6,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,127,94,31.7,12.2
Estimate Sex And Age Total Population 16 Years And Over,282,141,70.3,12.2
Estimate Sex And Age Total Population 18 Years And Over,274,140,68.3,12.2
Estimate Sex And Age Total Population 21 Years And Over,274,140,68.3,12.2
Estimate Sex And Age Total Population 62 Years And Over,57,47,14.2,13.8
Estimate Sex And Age Total Population 65 Years And Over,55,47,13.7,13.6
Estimate Sex And Age Total Population 18 Years And Over,274,140,274,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,174,109,63.5,13.4
Estimate Sex And Age Total Population 18 Years And Over Female,100,49,36.5,13.4
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),174.0,98.3,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,55,47,55,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,35,31,63.6,16.7
Estimate Sex And Age Total Population 65 Years And Over Female,20,19,36.4,16.7
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),175.0,142.9,(X),(X)
Estimate Race Total Population,401,214,401,(X)
Estimate Race Total Population One Race,286,178,71.3,29.3
Estimate Race Total Population Two Or More Races,115,137,28.7,29.3
Estimate Race Total Population One Race,286,178,71.3,29.3
Estimate Race Total Population One Race White,187,82,46.6,18.3
Estimate Race Total Population One Race Black Or African American,16,27,4.0,6.9
Estimate Race Total Population One Race American Indian And Alaska Native,0,14,0.0,11.2
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,14,0.0,11.2
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,14,0.0,11.2
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,14,0.0,11.2
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,14,0.0,11.2
Estimate Race Total Population One Race Asian,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Asian Indian,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Chinese,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Filipino,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Japanese,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Korean,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Vietnamese,0,14,0.0,11.2
Estimate Race Total Population One Race Asian Other Asian,0,14,0.0,11.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,14,0.0,11.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,14,0.0,11.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,14,0.0,11.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,14,0.0,11.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,14,0.0,11.2
Estimate Race Total Population One Race Some Other Race,83,117,20.7,23.9
Estimate Race Total Population Two Or More Races,115,137,28.7,29.3
Estimate Race Total Population Two Or More Races White And Black Or African American,23,36,5.7,8.9
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,7,12,1.7,3.4
Estimate Race Total Population Two Or More Races White And Asian,0,14,0.0,11.2
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,14,0.0,11.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,401,214,401,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,302,161,75.3,23.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,39,46,9.7,11.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,7,12,1.7,3.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,14,0.0,11.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,14,0.0,11.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,168,169,41.9,25.8
Estimate Hispanic Or Latino And Race Total Population,401,214,401,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),197,170,49.1,21.5
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,197,170,49.1,21.5
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,14,0.0,11.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,14,0.0,11.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,0,14,0.0,11.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,204,92,50.9,21.5
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,158,74,39.4,16.7
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,16,27,4.0,6.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,14,0.0,11.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,14,0.0,11.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,14,0.0,11.2
