Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,811,189,811,(X)
Estimate Sex And Age Total Population Male,422,117,52.0,6.3
Estimate Sex And Age Total Population Female,389,97,48.0,6.3
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),108.5,27.7,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,60,48,7.4,5.5
Estimate Sex And Age Total Population 5 To 9 Years,45,29,5.5,3.2
Estimate Sex And Age Total Population 10 To 14 Years,55,33,6.8,3.4
Estimate Sex And Age Total Population 15 To 19 Years,22,24,2.7,2.9
Estimate Sex And Age Total Population 20 To 24 Years,62,38,7.6,4.2
Estimate Sex And Age Total Population 25 To 34 Years,71,50,8.8,5.1
Estimate Sex And Age Total Population 35 To 44 Years,88,56,10.9,6.2
Estimate Sex And Age Total Population 45 To 54 Years,180,99,22.2,10.5
Estimate Sex And Age Total Population 55 To 59 Years,32,16,3.9,2.2
Estimate Sex And Age Total Population 60 To 64 Years,81,40,10.0,4.9
Estimate Sex And Age Total Population 65 To 74 Years,76,33,9.4,4.6
Estimate Sex And Age Total Population 75 To 84 Years,29,25,3.6,3.2
Estimate Sex And Age Total Population 85 Years And Over,10,10,1.2,1.3
Estimate Sex And Age Total Population Median Age (Years),45.1,8.1,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,172,90,21.2,9.0
Estimate Sex And Age Total Population 16 Years And Over,639,151,78.8,9.0
Estimate Sex And Age Total Population 18 Years And Over,639,151,78.8,9.0
Estimate Sex And Age Total Population 21 Years And Over,624,149,76.9,9.1
Estimate Sex And Age Total Population 62 Years And Over,181,52,22.3,7.2
Estimate Sex And Age Total Population 65 Years And Over,115,38,14.2,5.5
Estimate Sex And Age Total Population 18 Years And Over,639,151,639,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,331,103,51.8,7.0
Estimate Sex And Age Total Population 18 Years And Over Female,308,72,48.2,7.0
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),107.5,31.1,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,115,38,115,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,39,17,33.9,13.4
Estimate Sex And Age Total Population 65 Years And Over Female,76,32,66.1,13.4
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),51.3,31.0,(X),(X)
Estimate Race Total Population,811,189,811,(X)
Estimate Race Total Population One Race,721,175,88.9,7.9
Estimate Race Total Population Two Or More Races,90,70,11.1,7.9
Estimate Race Total Population One Race,721,175,88.9,7.9
Estimate Race Total Population One Race White,721,175,88.9,7.9
Estimate Race Total Population One Race Black Or African American,0,12,0.0,3.9
Estimate Race Total Population One Race American Indian And Alaska Native,0,12,0.0,3.9
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,12,0.0,3.9
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,12,0.0,3.9
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,12,0.0,3.9
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,12,0.0,3.9
Estimate Race Total Population One Race Asian,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Asian Indian,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Chinese,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Filipino,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Japanese,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Korean,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Vietnamese,0,12,0.0,3.9
Estimate Race Total Population One Race Asian Other Asian,0,12,0.0,3.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,12,0.0,3.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,12,0.0,3.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,12,0.0,3.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,12,0.0,3.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,12,0.0,3.9
Estimate Race Total Population One Race Some Other Race,0,12,0.0,3.9
Estimate Race Total Population Two Or More Races,90,70,11.1,7.9
Estimate Race Total Population Two Or More Races White And Black Or African American,42,44,5.2,5.2
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,3,4,0.4,0.5
Estimate Race Total Population Two Or More Races White And Asian,5,8,0.6,1.0
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,12,0.0,3.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,811,189,811,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,811,189,100.0,3.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,42,44,5.2,5.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,3,4,0.4,0.5
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,5,8,0.6,1.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,12,0.0,3.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,40,43,4.9,5.1
Estimate Hispanic Or Latino And Race Total Population,811,189,811,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),5,8,0.6,1.0
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,5,8,0.6,1.0
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,806,189,99.4,1.0
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,721,175,88.9,7.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,12,0.0,3.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,85,69,10.5,7.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,35,43,4.3,5.0
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",50,43,6.2,5.1
Estimate Total Housing Units,416,74,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",632,150,632,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",327,103,51.7,7.2
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",305,72,48.3,7.2
