Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1364,345,1364,(X)
Estimate Sex And Age Total Population Male,769,220,56.4,7.7
Estimate Sex And Age Total Population Female,595,183,43.6,7.7
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),129.2,41.4,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,89,61,6.5,4.1
Estimate Sex And Age Total Population 5 To 9 Years,57,37,4.2,2.4
Estimate Sex And Age Total Population 10 To 14 Years,41,27,3.0,1.9
Estimate Sex And Age Total Population 15 To 19 Years,28,32,2.1,2.4
Estimate Sex And Age Total Population 20 To 24 Years,11,15,0.8,1.1
Estimate Sex And Age Total Population 25 To 34 Years,308,143,22.6,8.1
Estimate Sex And Age Total Population 35 To 44 Years,246,154,18.0,11.3
Estimate Sex And Age Total Population 45 To 54 Years,120,79,8.8,6.3
Estimate Sex And Age Total Population 55 To 59 Years,50,39,3.7,2.6
Estimate Sex And Age Total Population 60 To 64 Years,72,37,5.3,2.9
Estimate Sex And Age Total Population 65 To 74 Years,230,158,16.9,9.8
Estimate Sex And Age Total Population 75 To 84 Years,14,14,1.0,1.1
Estimate Sex And Age Total Population 85 Years And Over,98,72,7.2,4.7
Estimate Sex And Age Total Population Median Age (Years),40.9,5.1,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,210,101,15.4,6.4
Estimate Sex And Age Total Population 16 Years And Over,1177,306,86.3,6.0
Estimate Sex And Age Total Population 18 Years And Over,1154,304,84.6,6.4
Estimate Sex And Age Total Population 21 Years And Over,1149,303,84.2,6.3
Estimate Sex And Age Total Population 62 Years And Over,401,196,29.4,10.7
Estimate Sex And Age Total Population 65 Years And Over,342,193,25.1,11.0
Estimate Sex And Age Total Population 18 Years And Over,1154,304,1154,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,632,199,54.8,8.9
Estimate Sex And Age Total Population 18 Years And Over Female,522,167,45.2,8.9
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),121.1,44.7,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,342,193,342,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,134,89,39.2,10.8
Estimate Sex And Age Total Population 65 Years And Over Female,208,116,60.8,10.8
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),64.4,29.7,(X),(X)
Estimate Race Total Population,1364,345,1364,(X)
Estimate Race Total Population One Race,1350,343,99.0,2.0
Estimate Race Total Population Two Or More Races,14,28,1.0,2.0
Estimate Race Total Population One Race,1350,343,99.0,2.0
Estimate Race Total Population One Race White,666,265,48.8,14.3
Estimate Race Total Population One Race Black Or African American,673,255,49.3,14.8
Estimate Race Total Population One Race American Indian And Alaska Native,0,14,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,14,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,14,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,14,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,14,0.0,3.2
Estimate Race Total Population One Race Asian,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Asian Indian,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Chinese,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Filipino,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Japanese,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Korean,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Vietnamese,0,14,0.0,3.2
Estimate Race Total Population One Race Asian Other Asian,0,14,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,14,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,14,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,14,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,14,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,14,0.0,3.2
Estimate Race Total Population One Race Some Other Race,11,21,0.8,1.6
Estimate Race Total Population Two Or More Races,14,28,1.0,2.0
Estimate Race Total Population Two Or More Races White And Black Or African American,0,14,0.0,3.2
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,1,2,0.1,0.2
Estimate Race Total Population Two Or More Races White And Asian,0,14,0.0,3.2
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,14,0.0,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,1364,345,1364,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,680,268,49.9,14.5
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,673,255,49.3,14.8
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,1,2,0.1,0.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,14,0.0,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,14,0.0,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,24,48,1.8,3.6
Estimate Hispanic Or Latino And Race Total Population,1364,345,1364,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),24,48,1.8,3.6
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,24,48,1.8,3.6
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,1340,345,98.2,3.6
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,666,265,48.8,14.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,673,255,49.3,14.8
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,14,0.0,3.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,1,2,0.1,0.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,0,14,0.0,3.2
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",1,2,0.1,0.2
Estimate Total Housing Units,639,172,(X),(X)
