Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,55401,2864,55401,(X)
Estimate Sex And Age Total Population Male,27360,1622,49.4,1.4
Estimate Sex And Age Total Population Female,28041,1627,50.6,1.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),97.6,5.4,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,3372,647,6.1,1.0
Estimate Sex And Age Total Population 5 To 9 Years,3483,768,6.3,1.2
Estimate Sex And Age Total Population 10 To 14 Years,3677,514,6.6,0.9
Estimate Sex And Age Total Population 15 To 19 Years,3392,582,6.1,1.0
Estimate Sex And Age Total Population 20 To 24 Years,3238,533,5.8,0.9
Estimate Sex And Age Total Population 25 To 34 Years,8132,1143,14.7,1.7
Estimate Sex And Age Total Population 35 To 44 Years,7126,961,12.9,1.7
Estimate Sex And Age Total Population 45 To 54 Years,7555,860,13.6,1.5
Estimate Sex And Age Total Population 55 To 59 Years,3783,430,6.8,0.8
Estimate Sex And Age Total Population 60 To 64 Years,3396,511,6.1,0.9
Estimate Sex And Age Total Population 65 To 74 Years,5432,504,9.8,1.0
Estimate Sex And Age Total Population 75 To 84 Years,2064,399,3.7,0.7
Estimate Sex And Age Total Population 85 Years And Over,751,195,1.4,0.4
Estimate Sex And Age Total Population Median Age (Years),37.6,2.5,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,12666,1442,22.9,1.7
Estimate Sex And Age Total Population 16 Years And Over,44166,1904,79.7,1.8
Estimate Sex And Age Total Population 18 Years And Over,42735,1846,77.1,1.7
Estimate Sex And Age Total Population 21 Years And Over,40926,1814,73.9,1.9
Estimate Sex And Age Total Population 62 Years And Over,10178,693,18.4,1.5
Estimate Sex And Age Total Population 65 Years And Over,8247,597,14.9,1.3
Estimate Sex And Age Total Population 18 Years And Over,42735,1846,42735,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,20838,1113,48.8,1.6
Estimate Sex And Age Total Population 18 Years And Over Female,21897,1175,51.2,1.6
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),95.2,6.0,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,8247,597,8247,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,3540,339,42.9,2.7
Estimate Sex And Age Total Population 65 Years And Over Female,4707,405,57.1,2.7
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),75.2,8.3,(X),(X)
Estimate Race Total Population,55401,2864,55401,(X)
Estimate Race Total Population One Race,50625,2813,91.4,2.1
Estimate Race Total Population Two Or More Races,4776,1211,8.6,2.1
Estimate Race Total Population One Race,50625,2813,91.4,2.1
Estimate Race Total Population One Race White,37255,2365,67.2,2.9
Estimate Race Total Population One Race Black Or African American,7977,1387,14.4,2.3
Estimate Race Total Population One Race American Indian And Alaska Native,10,16,0.0,0.1
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,34,0.0,0.1
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,34,0.0,0.1
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,34,0.0,0.1
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,34,0.0,0.1
Estimate Race Total Population One Race Asian,3496,495,6.3,0.9
Estimate Race Total Population One Race Asian Asian Indian,282,158,0.5,0.3
Estimate Race Total Population One Race Asian Chinese,352,216,0.6,0.4
Estimate Race Total Population One Race Asian Filipino,2074,508,3.7,0.9
Estimate Race Total Population One Race Asian Japanese,48,43,0.1,0.1
Estimate Race Total Population One Race Asian Korean,122,155,0.2,0.3
Estimate Race Total Population One Race Asian Vietnamese,367,319,0.7,0.6
Estimate Race Total Population One Race Asian Other Asian,251,192,0.5,0.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,4,7,0.0,0.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,34,0.0,0.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,34,0.0,0.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,34,0.0,0.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,4,7,0.0,0.1
