Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1996,119,1996,(X)
Estimate Sex And Age Total Population Male,998,104,50.0,3.5
Estimate Sex And Age Total Population Female,998,77,50.0,3.5
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),100.0,13.8,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,118,37,5.9,1.7
Estimate Sex And Age Total Population 5 To 9 Years,186,42,9.3,2.3
Estimate Sex And Age Total Population 10 To 14 Years,129,40,6.5,1.9
Estimate Sex And Age Total Population 15 To 19 Years,136,41,6.8,1.9
Estimate Sex And Age Total Population 20 To 24 Years,76,31,3.8,1.5
Estimate Sex And Age Total Population 25 To 34 Years,232,39,11.6,1.8
Estimate Sex And Age Total Population 35 To 44 Years,242,39,12.1,1.9
Estimate Sex And Age Total Population 45 To 54 Years,207,56,10.4,2.7
Estimate Sex And Age Total Population 55 To 59 Years,119,31,6.0,1.6
Estimate Sex And Age Total Population 60 To 64 Years,154,47,7.7,2.4
Estimate Sex And Age Total Population 65 To 74 Years,227,47,11.4,2.3
Estimate Sex And Age Total Population 75 To 84 Years,129,43,6.5,2.0
Estimate Sex And Age Total Population 85 Years And Over,41,31,2.1,1.5
Estimate Sex And Age Total Population Median Age (Years),39.5,2.0,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,510,65,25.6,2.7
Estimate Sex And Age Total Population 16 Years And Over,1535,100,76.9,2.6
Estimate Sex And Age Total Population 18 Years And Over,1486,98,74.4,2.7
Estimate Sex And Age Total Population 21 Years And Over,1412,89,70.7,2.9
Estimate Sex And Age Total Population 62 Years And Over,513,74,25.7,3.4
Estimate Sex And Age Total Population 65 Years And Over,397,56,19.9,2.5
Estimate Sex And Age Total Population 18 Years And Over,1486,98,1486,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,751,77,50.5,2.8
Estimate Sex And Age Total Population 18 Years And Over Female,735,49,49.5,2.8
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),102.2,11.5,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,397,56,397,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,181,32,45.6,5.5
Estimate Sex And Age Total Population 65 Years And Over Female,216,39,54.4,5.5
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),83.8,19.2,(X),(X)
Estimate Race Total Population,1996,119,1996,(X)
Estimate Race Total Population One Race,1935,135,96.9,2.3
Estimate Race Total Population Two Or More Races,61,46,3.1,2.3
Estimate Race Total Population One Race,1935,135,96.9,2.3
Estimate Race Total Population One Race White,1847,145,92.5,3.2
Estimate Race Total Population One Race Black Or African American,0,13,0.0,1.9
Estimate Race Total Population One Race American Indian And Alaska Native,48,30,2.4,1.6
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,1.9
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,1.9
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,1.9
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,19,25,1.0,1.3
Estimate Race Total Population One Race Asian,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Korean,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,1.9
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,1.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,13,16,0.7,0.8
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,1.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,1.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,1.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,13,16,0.7,0.8
Estimate Race Total Population One Race Some Other Race,27,29,1.4,1.5
Estimate Race Total Population Two Or More Races,61,46,3.1,2.3
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,1.9
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,60,45,3.0,2.3
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,1.9
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,1.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,1996,119,1996,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,1908,127,95.6,1.5
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,0,13,0.0,1.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,108,57,5.4,2.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,13,0.0,1.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,13,16,0.7,0.8
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,28,29,1.4,1.5
Estimate Hispanic Or Latino And Race Total Population,1996,119,1996,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),161,12,8.1,0.8
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,152,17,7.6,1.0
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,13,0.0,1.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,13,0.0,1.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,9,10,0.5,0.5
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,1835,120,91.9,0.8
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,1780,118,89.2,1.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,0,13,0.0,1.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,19,25,1.0,1.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,13,0.0,1.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,13,16,0.7,0.8
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,13,0.0,1.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,23,24,1.2,1.2
