Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1185,294,1185,(X)
Estimate Sex And Age Total Population Male,533,159,45.0,6.4
Estimate Sex And Age Total Population Female,652,172,55.0,6.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),81.7,21.4,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,58,47,4.9,3.5
Estimate Sex And Age Total Population 5 To 9 Years,17,27,1.4,2.2
Estimate Sex And Age Total Population 10 To 14 Years,30,38,2.5,3.0
Estimate Sex And Age Total Population 15 To 19 Years,55,57,4.6,4.5
Estimate Sex And Age Total Population 20 To 24 Years,122,109,10.3,8.4
Estimate Sex And Age Total Population 25 To 34 Years,79,74,6.7,5.7
Estimate Sex And Age Total Population 35 To 44 Years,185,140,15.6,11.2
Estimate Sex And Age Total Population 45 To 54 Years,84,83,7.1,6.3
Estimate Sex And Age Total Population 55 To 59 Years,95,81,8.0,7.0
Estimate Sex And Age Total Population 60 To 64 Years,28,27,2.4,2.2
Estimate Sex And Age Total Population 65 To 74 Years,185,84,15.6,7.0
Estimate Sex And Age Total Population 75 To 84 Years,221,79,18.6,7.3
Estimate Sex And Age Total Population 85 Years And Over,26,39,2.2,3.3
Estimate Sex And Age Total Population Median Age (Years),52.9,14.4,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,125,88,10.5,6.2
Estimate Sex And Age Total Population 16 Years And Over,1080,253,91.1,5.9
Estimate Sex And Age Total Population 18 Years And Over,1060,249,89.5,6.2
Estimate Sex And Age Total Population 21 Years And Over,1025,229,86.5,6.7
Estimate Sex And Age Total Population 62 Years And Over,460,150,38.8,12.9
Estimate Sex And Age Total Population 65 Years And Over,432,139,36.5,12.2
Estimate Sex And Age Total Population 18 Years And Over,1060,249,1060,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,461,132,43.5,6.5
Estimate Sex And Age Total Population 18 Years And Over Female,599,154,56.5,6.5
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),77.0,20.8,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,432,139,432,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,166,80,38.4,10.1
Estimate Sex And Age Total Population 65 Years And Over Female,266,79,61.6,10.1
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),62.4,27.2,(X),(X)
Estimate Race Total Population,1185,294,1185,(X)
Estimate Race Total Population One Race,1185,294,100.0,3.3
Estimate Race Total Population Two Or More Races,0,13,0.0,3.3
Estimate Race Total Population One Race,1185,294,100.0,3.3
Estimate Race Total Population One Race White,1148,289,96.9,3.6
Estimate Race Total Population One Race Black Or African American,0,13,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native,37,44,3.1,3.6
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,3.3
Estimate Race Total Population One Race Asian,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Korean,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,3.3
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,3.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,3.3
