Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,183,59,183,(X)
Estimate Sex And Age Total Population Male,65,34,35.5,13.2
Estimate Sex And Age Total Population Female,118,43,64.5,13.2
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),55.1,33.6,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,11,0.0,13.9
Estimate Sex And Age Total Population 5 To 9 Years,0,11,0.0,13.9
Estimate Sex And Age Total Population 10 To 14 Years,9,14,4.9,7.2
Estimate Sex And Age Total Population 15 To 19 Years,19,22,10.4,10.4
Estimate Sex And Age Total Population 20 To 24 Years,0,11,0.0,13.9
Estimate Sex And Age Total Population 25 To 34 Years,21,30,11.5,15.8
Estimate Sex And Age Total Population 35 To 44 Years,5,8,2.7,4.2
Estimate Sex And Age Total Population 45 To 54 Years,46,42,25.1,19.7
Estimate Sex And Age Total Population 55 To 59 Years,0,11,0.0,13.9
Estimate Sex And Age Total Population 60 To 64 Years,27,28,14.8,16.0
Estimate Sex And Age Total Population 65 To 74 Years,41,31,22.4,17.6
Estimate Sex And Age Total Population 75 To 84 Years,15,15,8.2,9.7
Estimate Sex And Age Total Population 85 Years And Over,0,11,0.0,13.9
Estimate Sex And Age Total Population Median Age (Years),53.3,18.4,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,28,27,15.3,12.5
Estimate Sex And Age Total Population 16 Years And Over,174,57,95.1,7.2
Estimate Sex And Age Total Population 18 Years And Over,155,45,84.7,12.5
Estimate Sex And Age Total Population 21 Years And Over,155,45,84.7,12.5
Estimate Sex And Age Total Population 62 Years And Over,75,40,41.0,24.8
Estimate Sex And Age Total Population 65 Years And Over,56,35,30.6,22.2
Estimate Sex And Age Total Population 18 Years And Over,155,45,155,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,53,28,34.2,15.4
Estimate Sex And Age Total Population 18 Years And Over Female,102,38,65.8,15.4
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),52.0,37.8,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,56,35,56,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,25,22,44.6,22.1
Estimate Sex And Age Total Population 65 Years And Over Female,31,21,55.4,22.1
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),80.6,81.1,(X),(X)
Estimate Race Total Population,183,59,183,(X)
Estimate Race Total Population One Race,162,56,88.5,15.8
Estimate Race Total Population Two Or More Races,21,30,11.5,15.8
Estimate Race Total Population One Race,162,56,88.5,15.8
Estimate Race Total Population One Race White,162,56,88.5,15.8
Estimate Race Total Population One Race Black Or African American,0,11,0.0,13.9
Estimate Race Total Population One Race American Indian And Alaska Native,0,11,0.0,13.9
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,11,0.0,13.9
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,11,0.0,13.9
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,11,0.0,13.9
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,11,0.0,13.9
Estimate Race Total Population One Race Asian,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Asian Indian,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Chinese,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Filipino,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Japanese,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Korean,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Vietnamese,0,11,0.0,13.9
Estimate Race Total Population One Race Asian Other Asian,0,11,0.0,13.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,11,0.0,13.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,11,0.0,13.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,11,0.0,13.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,11,0.0,13.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,11,0.0,13.9
Estimate Race Total Population One Race Some Other Race,0,11,0.0,13.9
Estimate Race Total Population Two Or More Races,21,30,11.5,15.8
Estimate Race Total Population Two Or More Races White And Black Or African American,0,11,0.0,13.9
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,3,5,1.6,2.7
Estimate Race Total Population Two Or More Races White And Asian,18,26,9.8,13.8
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,11,0.0,13.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,183,59,183,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,183,59,100.0,13.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,0,11,0.0,13.9
