Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,677,104,677,(X)
Estimate Sex And Age Total Population Male,370,62,54.7,4.0
Estimate Sex And Age Total Population Female,307,56,45.3,4.0
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),120.5,20.3,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,93,23,13.7,2.4
Estimate Sex And Age Total Population 5 To 9 Years,85,21,12.6,2.4
Estimate Sex And Age Total Population 10 To 14 Years,64,19,9.5,2.3
Estimate Sex And Age Total Population 15 To 19 Years,64,22,9.5,3.0
Estimate Sex And Age Total Population 20 To 24 Years,49,15,7.2,2.2
Estimate Sex And Age Total Population 25 To 34 Years,139,44,20.5,5.3
Estimate Sex And Age Total Population 35 To 44 Years,57,18,8.4,2.6
Estimate Sex And Age Total Population 45 To 54 Years,36,15,5.3,2.2
Estimate Sex And Age Total Population 55 To 59 Years,23,10,3.4,1.3
Estimate Sex And Age Total Population 60 To 64 Years,19,9,2.8,1.4
Estimate Sex And Age Total Population 65 To 74 Years,19,10,2.8,1.4
Estimate Sex And Age Total Population 75 To 84 Years,27,13,4.0,1.8
Estimate Sex And Age Total Population 85 Years And Over,2,3,0.3,0.4
Estimate Sex And Age Total Population Median Age (Years),23.4,3.0,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,284,52,41.9,3.9
Estimate Sex And Age Total Population 16 Years And Over,423,67,62.5,3.5
Estimate Sex And Age Total Population 18 Years And Over,393,65,58.1,3.9
Estimate Sex And Age Total Population 21 Years And Over,362,60,53.5,3.7
Estimate Sex And Age Total Population 62 Years And Over,60,19,8.9,2.5
Estimate Sex And Age Total Population 65 Years And Over,48,17,7.1,2.4
Estimate Sex And Age Total Population 18 Years And Over,393,65,393,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,205,39,52.2,6.2
Estimate Sex And Age Total Population 18 Years And Over Female,188,42,47.8,6.2
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),109.0,28.1,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,48,17,48,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,21,10,43.8,17.5
Estimate Sex And Age Total Population 65 Years And Over Female,27,14,56.3,17.5
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),77.8,49.7,(X),(X)
Estimate Race Total Population,677,104,677,(X)
