Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,302,208,302,(X)
Estimate Sex And Age Total Population Male,173,131,57.3,9.3
Estimate Sex And Age Total Population Female,129,85,42.7,9.3
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),134.1,51.6,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,41,52,13.6,10.7
Estimate Sex And Age Total Population 5 To 9 Years,33,40,10.9,7.5
Estimate Sex And Age Total Population 10 To 14 Years,22,23,7.3,4.2
Estimate Sex And Age Total Population 15 To 19 Years,15,23,5.0,4.9
Estimate Sex And Age Total Population 20 To 24 Years,6,13,2.0,4.3
Estimate Sex And Age Total Population 25 To 34 Years,2,4,0.7,1.4
Estimate Sex And Age Total Population 35 To 44 Years,50,55,16.6,9.5
Estimate Sex And Age Total Population 45 To 54 Years,4,9,1.3,3.0
Estimate Sex And Age Total Population 55 To 59 Years,0,14,0.0,14.5
Estimate Sex And Age Total Population 60 To 64 Years,3,6,1.0,2.4
Estimate Sex And Age Total Population 65 To 74 Years,86,59,28.5,20.8
Estimate Sex And Age Total Population 75 To 84 Years,7,7,2.3,2.7
Estimate Sex And Age Total Population 85 Years And Over,33,38,10.9,12.2
Estimate Sex And Age Total Population Median Age (Years),41.1,42.5,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,111,131,36.8,23.8
Estimate Sex And Age Total Population 16 Years And Over,191,110,63.2,23.8
Estimate Sex And Age Total Population 18 Years And Over,191,110,63.2,23.8
Estimate Sex And Age Total Population 21 Years And Over,191,110,63.2,23.8
Estimate Sex And Age Total Population 62 Years And Over,127,86,42.1,29.0
Estimate Sex And Age Total Population 65 Years And Over,126,86,41.7,28.6
Estimate Sex And Age Total Population 18 Years And Over,191,110,191,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,96,63,50.3,10.6
Estimate Sex And Age Total Population 18 Years And Over Female,95,55,49.7,10.6
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),101.1,45.7,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,126,86,126,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,62,50,49.2,14.8
Estimate Sex And Age Total Population 65 Years And Over Female,64,45,50.8,14.8
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),96.9,61.3,(X),(X)
Estimate Race Total Population,302,208,302,(X)
Estimate Race Total Population One Race,302,208,100.0,14.5
Estimate Race Total Population Two Or More Races,0,14,0.0,14.5
