Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,548,240,548,(X)
Estimate Sex And Age Total Population Male,297,125,54.2,11.0
Estimate Sex And Age Total Population Female,251,141,45.8,11.0
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),118.3,54.0,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,13,22,2.4,3.8
Estimate Sex And Age Total Population 5 To 9 Years,45,60,8.2,9.9
Estimate Sex And Age Total Population 10 To 14 Years,34,27,6.2,5.1
Estimate Sex And Age Total Population 15 To 19 Years,7,11,1.3,1.9
Estimate Sex And Age Total Population 20 To 24 Years,8,13,1.5,2.4
Estimate Sex And Age Total Population 25 To 34 Years,30,29,5.5,5.5
Estimate Sex And Age Total Population 35 To 44 Years,108,101,19.7,13.1
Estimate Sex And Age Total Population 45 To 54 Years,58,57,10.6,8.9
Estimate Sex And Age Total Population 55 To 59 Years,41,55,7.5,8.9
Estimate Sex And Age Total Population 60 To 64 Years,34,29,6.2,5.8
Estimate Sex And Age Total Population 65 To 74 Years,100,65,18.2,10.0
Estimate Sex And Age Total Population 75 To 84 Years,60,56,10.9,9.8
Estimate Sex And Age Total Population 85 Years And Over,10,18,1.8,3.6
Estimate Sex And Age Total Population Median Age (Years),53.2,13.3,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,99,67,18.1,9.4
Estimate Sex And Age Total Population 16 Years And Over,449,203,81.9,9.4
Estimate Sex And Age Total Population 18 Years And Over,449,203,81.9,9.4
Estimate Sex And Age Total Population 21 Years And Over,449,203,81.9,9.4
Estimate Sex And Age Total Population 62 Years And Over,197,117,35.9,19.6
Estimate Sex And Age Total Population 65 Years And Over,170,110,31.0,18.5
Estimate Sex And Age Total Population 18 Years And Over,449,203,449,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,224,90,49.9,10.7
Estimate Sex And Age Total Population 18 Years And Over Female,225,130,50.1,10.7
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),99.6,44.7,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,170,110,170,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,87,62,51.2,12.9
Estimate Sex And Age Total Population 65 Years And Over Female,83,56,48.8,12.9
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),104.8,56.2,(X),(X)
Estimate Race Total Population,548,240,548,(X)
Estimate Race Total Population One Race,548,240,100.0,7.0
Estimate Race Total Population Two Or More Races,0,13,0.0,7.0
Estimate Race Total Population One Race,548,240,100.0,7.0
Estimate Race Total Population One Race White,415,218,75.7,28.0
Estimate Race Total Population One Race Black Or African American,133,172,24.3,28.0
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,7.0
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,7.0
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,7.0
