Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1282,301,1282,(X)
Estimate Sex And Age Total Population Male,433,129,33.8,7.3
Estimate Sex And Age Total Population Female,849,232,66.2,7.3
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),51.0,17.3,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,52,40,4.1,2.8
Estimate Sex And Age Total Population 5 To 9 Years,131,62,10.2,4.4
Estimate Sex And Age Total Population 10 To 14 Years,98,48,7.6,3.0
Estimate Sex And Age Total Population 15 To 19 Years,33,38,2.6,2.7
Estimate Sex And Age Total Population 20 To 24 Years,44,39,3.4,2.8
Estimate Sex And Age Total Population 25 To 34 Years,157,79,12.2,5.5
Estimate Sex And Age Total Population 35 To 44 Years,160,93,12.5,5.5
Estimate Sex And Age Total Population 45 To 54 Years,162,77,12.6,4.8
Estimate Sex And Age Total Population 55 To 59 Years,41,30,3.2,2.3
Estimate Sex And Age Total Population 60 To 64 Years,166,68,12.9,5.2
Estimate Sex And Age Total Population 65 To 74 Years,181,70,14.1,5.6
Estimate Sex And Age Total Population 75 To 84 Years,55,39,4.3,2.8
Estimate Sex And Age Total Population 85 Years And Over,2,3,0.2,0.3
Estimate Sex And Age Total Population Median Age (Years),42.8,6.0,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,305,118,23.8,6.5
Estimate Sex And Age Total Population 16 Years And Over,996,242,77.7,6.4
Estimate Sex And Age Total Population 18 Years And Over,977,235,76.2,6.5
Estimate Sex And Age Total Population 21 Years And Over,932,227,72.7,7.3
Estimate Sex And Age Total Population 62 Years And Over,362,107,28.2,7.7
Estimate Sex And Age Total Population 65 Years And Over,238,83,18.6,6.2
Estimate Sex And Age Total Population 18 Years And Over,977,235,977,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,355,117,36.3,8.3
Estimate Sex And Age Total Population 18 Years And Over Female,622,174,63.7,8.3
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),57.1,21.3,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,238,83,238,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,67,40,28.2,12.5
Estimate Sex And Age Total Population 65 Years And Over Female,171,64,71.8,12.5
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),39.2,25.3,(X),(X)
Estimate Race Total Population,1282,301,1282,(X)
Estimate Race Total Population One Race,1282,301,100.0,3.3
Estimate Race Total Population Two Or More Races,0,14,0.0,3.3
Estimate Race Total Population One Race,1282,301,100.0,3.3
Estimate Race Total Population One Race White,286,131,22.3,8.6
Estimate Race Total Population One Race Black Or African American,996,259,77.7,8.6
Estimate Race Total Population One Race American Indian And Alaska Native,0,14,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,14,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,14,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,14,0.0,3.3
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,14,0.0,3.3
Estimate Race Total Population One Race Asian,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Asian Indian,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Chinese,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Filipino,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Japanese,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Korean,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Vietnamese,0,14,0.0,3.3
Estimate Race Total Population One Race Asian Other Asian,0,14,0.0,3.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,14,0.0,3.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,14,0.0,3.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,14,0.0,3.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,14,0.0,3.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,14,0.0,3.3
Estimate Race Total Population One Race Some Other Race,0,14,0.0,3.3
Estimate Race Total Population Two Or More Races,0,14,0.0,3.3
Estimate Race Total Population Two Or More Races White And Black Or African American,0,14,0.0,3.3
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,14,0.0,3.3
Estimate Race Total Population Two Or More Races White And Asian,0,14,0.0,3.3
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,14,0.0,3.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,1282,301,1282,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,286,131,22.3,8.6
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,996,259,77.7,8.6
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,14,0.0,3.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,14,0.0,3.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,14,0.0,3.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population,1282,301,1282,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,1282,301,100.0,3.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,286,131,22.3,8.6
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,996,259,77.7,8.6
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,14,0.0,3.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,14,0.0,3.3
