Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,4519,752,4519,(X)
Estimate Sex And Age Total Population Male,2195,445,48.6,4.1
Estimate Sex And Age Total Population Female,2324,388,51.4,4.1
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),94.4,15.2,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,408,171,9.0,3.5
Estimate Sex And Age Total Population 5 To 9 Years,312,100,6.9,2.1
Estimate Sex And Age Total Population 10 To 14 Years,524,295,11.6,5.2
Estimate Sex And Age Total Population 15 To 19 Years,178,103,3.9,2.3
Estimate Sex And Age Total Population 20 To 24 Years,169,119,3.7,2.5
Estimate Sex And Age Total Population 25 To 34 Years,571,226,12.6,3.8
Estimate Sex And Age Total Population 35 To 44 Years,292,141,6.5,3.0
Estimate Sex And Age Total Population 45 To 54 Years,538,226,11.9,3.8
Estimate Sex And Age Total Population 55 To 59 Years,304,140,6.7,3.1
Estimate Sex And Age Total Population 60 To 64 Years,203,86,4.5,1.9
Estimate Sex And Age Total Population 65 To 74 Years,617,156,13.7,4.3
Estimate Sex And Age Total Population 75 To 84 Years,304,122,6.7,2.9
Estimate Sex And Age Total Population 85 Years And Over,99,60,2.2,1.3
Estimate Sex And Age Total Population Median Age (Years),38.3,10.5,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,1366,401,30.2,5.4
Estimate Sex And Age Total Population 16 Years And Over,3234,465,71.6,5.3
Estimate Sex And Age Total Population 18 Years And Over,3153,468,69.8,5.4
Estimate Sex And Age Total Population 21 Years And Over,3048,449,67.4,5.3
Estimate Sex And Age Total Population 62 Years And Over,1150,188,25.4,5.8
Estimate Sex And Age Total Population 65 Years And Over,1020,178,22.6,5.5
Estimate Sex And Age Total Population 18 Years And Over,3153,468,3153,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,1481,280,47.0,4.6
Estimate Sex And Age Total Population 18 Years And Over Female,1672,269,53.0,4.6
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),88.6,16.3,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,1020,178,1020,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,419,96,41.1,6.3
Estimate Sex And Age Total Population 65 Years And Over Female,601,123,58.9,6.3
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),69.7,18.1,(X),(X)
Estimate Race Total Population,4519,752,4519,(X)
Estimate Race Total Population One Race,4324,747,95.7,3.5
Estimate Race Total Population Two Or More Races,195,160,4.3,3.5
Estimate Race Total Population One Race,4324,747,95.7,3.5
