ZCTA,Diagnosed diabetes among adults aged >=18 years,Mental health not good for >=14 days among adults aged >=18 years,Stroke among adults aged >=18 years
57773,0.10300000000000001,0.125,0.03
57775,0.10400000000000001,0.122,0.033
57779,0.095,0.115,0.03
57780,0.1,0.114,0.033
57782,0.124,0.131,0.036000000000000004
57783,0.08900000000000001,0.126,0.028999999999999998
57785,0.098,0.127,0.034
57787,0.09699999999999999,0.128,0.032
57788,0.115,0.13,0.037000000000000005
57790,0.094,0.12,0.034
57791,0.091,0.126,0.03
57792,0.09699999999999999,0.125,0.032
57793,0.096,0.11800000000000001,0.03
57794,0.183,0.244,0.052000000000000005
57799,0.009000000000000001,0.19699999999999998,0.004
58001,0.083,0.121,0.024
58004,0.08900000000000001,0.106,0.026000000000000002
58005,0.07200000000000001,0.115,0.022000000000000002
58006,0.092,0.10400000000000001,0.031
58007,0.107,0.096,0.036000000000000004
58008,0.094,0.114,0.031
58009,0.075,0.11699999999999999,0.022000000000000002
58011,0.102,0.10800000000000001,0.033
58012,0.07200000000000001,0.113,0.023
58013,0.12300000000000001,0.10099999999999999,0.040999999999999995
58015,0.083,0.11800000000000001,0.023
58016,0.085,0.109,0.027999999999999997
58017,0.113,0.114,0.035
58018,0.087,0.113,0.027000000000000003
58021,0.069,0.11,0.021
58027,0.11199999999999999,0.122,0.038
58029,0.09699999999999999,0.1,0.031
58030,0.109,0.124,0.033
58031,0.098,0.12300000000000001,0.03
58032,0.10400000000000001,0.114,0.036000000000000004
58033,0.10300000000000001,0.12,0.032
58035,0.091,0.107,0.028999999999999998
58036,0.081,0.114,0.024
58038,0.084,0.11,0.026000000000000002
58040,0.092,0.127,0.027999999999999997
58041,0.114,0.11900000000000001,0.038
58042,0.075,0.11699999999999999,0.022000000000000002
58043,0.111,0.109,0.036000000000000004
58045,0.09699999999999999,0.125,0.032
58046,0.105,0.11199999999999999,0.034
58047,0.068,0.11,0.019
58048,0.084,0.10800000000000001,0.027000000000000003
58049,0.111,0.115,0.036000000000000004
58051,0.07400000000000001,0.11199999999999999,0.022000000000000002
58052,0.095,0.102,0.028999999999999998
58053,0.11800000000000001,0.114,0.040999999999999995
58054,0.109,0.12300000000000001,0.037000000000000005
58056,0.107,0.115,0.032
58057,0.106,0.114,0.033
58058,0.111,0.122,0.033
58059,0.068,0.11900000000000001,0.02
58060,0.09300000000000001,0.124,0.03
58061,0.084,0.11900000000000001,0.027000000000000003
58062,0.115,0.11800000000000001,0.035
58063,0.10099999999999999,0.126,0.028999999999999998
58064,0.10099999999999999,0.109,0.033
58067,0.10800000000000001,0.113,0.035
58068,0.115,0.127,0.037000000000000005
58069,0.10300000000000001,0.11800000000000001,0.034
58071,0.08900000000000001,0.11900000000000001,0.026000000000000002
58072,0.10400000000000001,0.133,0.034
58075,0.09300000000000001,0.146,0.03
58076,0.012,0.215,0.005
58077,0.08199999999999999,0.11800000000000001,0.025
58078,0.068,0.127,0.02
58079,0.085,0.10800000000000001,0.026000000000000002
58081,0.098,0.11,0.032
58102,0.079,0.14800000000000002,0.023
58103,0.076,0.14300000000000002,0.023
58104,0.059000000000000004,0.12,0.019
58105,0.012,0.213,0.005
58201,0.087,0.14400000000000002,0.026000000000000002
58202,0.019,0.28,0.006999999999999999
58203,0.067,0.187,0.019
58204,0.03,0.18,0.008
58205,0.013000000000000001,0.19,0.005
58210,0.12,0.11800000000000001,0.038
58212,0.133,0.106,0.045
58214,0.099,0.125,0.028999999999999998
58216,0.09300000000000001,0.11699999999999999,0.028999999999999998
58218,0.084,0.126,0.026000000000000002
58220,0.109,0.121,0.037000000000000005
58222,0.109,0.11900000000000001,0.035
58223,0.099,0.11199999999999999,0.033
58225,0.10300000000000001,0.11599999999999999,0.034
58227,0.11800000000000001,0.11900000000000001,0.037000000000000005
58228,0.091,0.125,0.025
58229,0.139,0.102,0.045
58230,0.10300000000000001,0.113,0.033
58231,0.107,0.126,0.034
58233,0.11,0.124,0.032
58235,0.095,0.126,0.027999999999999997
58237,0.124,0.14400000000000002,0.039
58238,0.107,0.11199999999999999,0.034
58239,0.109,0.12,0.033
58240,0.09699999999999999,0.11599999999999999,0.033
58241,0.109,0.11599999999999999,0.036000000000000004
58243,0.106,0.127,0.031
58244,0.111,0.11699999999999999,0.032
58249,0.11699999999999999,0.11900000000000001,0.039
58250,0.12300000000000001,0.114,0.04
58251,0.09699999999999999,0.124,0.03
58254,0.12300000000000001,0.114,0.040999999999999995
58256,0.084,0.134,0.024
58257,0.09300000000000001,0.13699999999999998,0.033
58258,0.08800000000000001,0.134,0.024
58259,0.121,0.11800000000000001,0.038
58260,0.129,0.11,0.040999999999999995
58261,0.113,0.133,0.033
58262,0.122,0.098,0.051
58265,0.09300000000000001,0.12300000000000001,0.03
58266,0.11800000000000001,0.111,0.039
58267,0.11,0.11800000000000001,0.036000000000000004
58269,0.13,0.106,0.046
58270,0.11900000000000001,0.121,0.040999999999999995
58271,0.08800000000000001,0.11800000000000001,0.028999999999999998
58272,0.114,0.121,0.035
58273,0.113,0.12300000000000001,0.034
58274,0.10400000000000001,0.12300000000000001,0.034
58275,0.085,0.12300000000000001,0.026000000000000002
58276,0.10400000000000001,0.115,0.031
58277,0.11699999999999999,0.106,0.036000000000000004
58278,0.078,0.125,0.023
58281,0.122,0.11199999999999999,0.04
58282,0.127,0.126,0.042
58301,0.1,0.133,0.033
58311,0.126,0.11,0.04
58316,0.16399999999999998,0.205,0.044000000000000004
58317,0.136,0.12,0.043
58318,0.111,0.122,0.037000000000000005
58321,0.114,0.10800000000000001,0.038
58324,0.129,0.124,0.044000000000000004
58325,0.128,0.109,0.044000000000000004
58327,0.085,0.12300000000000001,0.026000000000000002
58329,0.159,0.196,0.044000000000000004
58330,0.113,0.102,0.04
58331,0.129,0.127,0.04
58332,0.13699999999999998,0.107,0.046
58335,0.147,0.233,0.039
58338,0.115,0.107,0.039
58341,0.12,0.11699999999999999,0.043
58343,0.129,0.115,0.043
58344,0.126,0.11199999999999999,0.044000000000000004
58345,0.11599999999999999,0.106,0.038
58346,0.125,0.121,0.04
58348,0.12,0.122,0.039
58351,0.156,0.153,0.047
58352,0.11800000000000001,0.11599999999999999,0.037000000000000005
58353,0.13,0.16,0.037000000000000005
58355,0.129,0.11,0.038
58356,0.122,0.11699999999999999,0.042
58357,0.184,0.19,0.054000000000000006
58361,0.136,0.10800000000000001,0.040999999999999995
58362,0.092,0.11900000000000001,0.027000000000000003
58363,0.156,0.114,0.048
58365,0.12,0.132,0.037000000000000005
58366,0.162,0.154,0.05
58367,0.133,0.153,0.04
58368,0.124,0.127,0.040999999999999995
58369,0.16699999999999998,0.187,0.047
58370,0.177,0.221,0.05
58372,0.128,0.11699999999999999,0.037000000000000005
58374,0.14300000000000002,0.151,0.045
58377,0.10300000000000001,0.11699999999999999,0.032
58379,0.161,0.228,0.045
58380,0.122,0.11900000000000001,0.039
58381,0.152,0.17300000000000001,0.044000000000000004
58382,0.10099999999999999,0.11,0.033
58384,0.12,0.12,0.037000000000000005
58385,0.136,0.135,0.04
58386,0.128,0.12,0.039
58401,0.102,0.131,0.034
58402,0.069,0.138,0.02
58405,0.01,0.21100000000000002,0.004
58413,0.146,0.113,0.053
58415,0.122,0.129,0.039
58416,0.129,0.11199999999999999,0.043
58418,0.122,0.109,0.043
58420,0.076,0.12300000000000001,0.022000000000000002
58421,0.107,0.121,0.036000000000000004
58422,0.102,0.124,0.032
58423,0.125,0.106,0.044000000000000004
58424,0.11,0.11,0.034
58425,0.12300000000000001,0.114,0.044000000000000004
58426,0.095,0.11,0.03
58428,0.127,0.129,0.038
58429,0.10300000000000001,0.12,0.031
58430,0.128,0.125,0.042
58431,0.129,0.12300000000000001,0.043
58433,0.125,0.12300000000000001,0.044000000000000004
58436,0.092,0.12300000000000001,0.032
58438,0.11699999999999999,0.11199999999999999,0.042
58439,0.10099999999999999,0.126,0.037000000000000005
58440,0.11699999999999999,0.125,0.036000000000000004
58441,0.099,0.11900000000000001,0.032
58442,0.135,0.109,0.046
58443,0.11699999999999999,0.11800000000000001,0.038
58444,0.139,0.12300000000000001,0.046
58445,0.095,0.13,0.027999999999999997
58448,0.11800000000000001,0.121,0.038
58451,0.102,0.12,0.037000000000000005
58454,0.126,0.12,0.042
58455,0.094,0.114,0.032
58456,0.133,0.11800000000000001,0.047
58458,0.109,0.122,0.039
58460,0.14,0.11199999999999999,0.049
58461,0.115,0.114,0.038
58463,0.14,0.121,0.049
58464,0.134,0.107,0.045
58466,0.12,0.12300000000000001,0.039
58467,0.11,0.114,0.037000000000000005
58472,0.106,0.124,0.034
58474,0.105,0.11699999999999999,0.035
58475,0.138,0.126,0.043
58476,0.098,0.107,0.031
58477,0.11800000000000001,0.114,0.039
58478,0.132,0.126,0.042
58479,0.106,0.121,0.032
58480,0.098,0.124,0.028999999999999998
58481,0.10300000000000001,0.11699999999999999,0.03
58482,0.11599999999999999,0.136,0.039
58483,0.114,0.114,0.039
58484,0.139,0.11,0.04
58486,0.11,0.11599999999999999,0.036000000000000004
58487,0.11599999999999999,0.13699999999999998,0.036000000000000004
58488,0.142,0.124,0.045
58490,0.114,0.11900000000000001,0.036000000000000004
58492,0.095,0.125,0.028999999999999998
58494,0.11599999999999999,0.115,0.037000000000000005
58495,0.135,0.12,0.048
58496,0.1,0.105,0.031
58497,0.09699999999999999,0.12,0.031
58501,0.09,0.134,0.028999999999999998
58503,0.079,0.11900000000000001,0.024
58504,0.078,0.136,0.023
58520,0.11199999999999999,0.131,0.036000000000000004
58521,0.099,0.12,0.03
58523,0.09699999999999999,0.121,0.03
58524,0.142,0.109,0.051
58528,0.132,0.212,0.036000000000000004
58529,0.12300000000000001,0.127,0.04
58530,0.10800000000000001,0.122,0.034
58531,0.127,0.107,0.038
58532,0.10400000000000001,0.11699999999999999,0.032
58533,0.142,0.11699999999999999,0.049
58535,0.10300000000000001,0.11900000000000001,0.033
58538,0.17300000000000001,0.235,0.048
58540,0.13,0.11699999999999999,0.043
58541,0.12300000000000001,0.11699999999999999,0.037000000000000005
58542,0.12300000000000001,0.11800000000000001,0.043
58544,0.124,0.121,0.04
58545,0.105,0.122,0.032
58549,0.115,0.125,0.035
58552,0.128,0.11699999999999999,0.044000000000000004
58554,0.087,0.134,0.027000000000000003
58558,0.087,0.12300000000000001,0.025
58559,0.124,0.10400000000000001,0.039
58560,0.095,0.11699999999999999,0.027000000000000003
58561,0.125,0.113,0.043
58562,0.142,0.11699999999999999,0.046
58563,0.113,0.122,0.039
58564,0.141,0.115,0.043
58565,0.121,0.10400000000000001,0.036000000000000004
58566,0.086,0.127,0.027000000000000003
58568,0.15,0.182,0.043
58569,0.12,0.135,0.036000000000000004
58570,0.121,0.149,0.035
58571,0.11699999999999999,0.12,0.035
58572,0.10300000000000001,0.115,0.03
58573,0.134,0.11,0.049
58575,0.12300000000000001,0.115,0.04
58576,0.107,0.11,0.035
58577,0.1,0.11599999999999999,0.03
58579,0.10400000000000001,0.11599999999999999,0.032
58580,0.105,0.126,0.031
58581,0.13,0.129,0.040999999999999995
58601,0.08900000000000001,0.139,0.028999999999999998
58620,0.126,0.115,0.039
58621,0.111,0.12,0.037000000000000005
58622,0.111,0.134,0.035
58623,0.107,0.121,0.037000000000000005
58625,0.126,0.11199999999999999,0.039
58626,0.096,0.13,0.027999999999999997
58627,0.11,0.115,0.035
58630,0.10099999999999999,0.122,0.03
58631,0.127,0.11699999999999999,0.045
58632,0.114,0.11699999999999999,0.036000000000000004
58634,0.1,0.127,0.031
58636,0.11699999999999999,0.129,0.036000000000000004
58638,0.11699999999999999,0.125,0.038
58639,0.113,0.11800000000000001,0.038
58640,0.102,0.122,0.033
58641,0.115,0.11199999999999999,0.036000000000000004
58642,0.10800000000000001,0.11900000000000001,0.034
58643,0.10400000000000001,0.125,0.033
58645,0.09699999999999999,0.128,0.03
58646,0.13699999999999998,0.121,0.047
58647,0.111,0.138,0.036000000000000004
58649,0.11900000000000001,0.113,0.038
58650,0.12300000000000001,0.125,0.04
58651,0.09699999999999999,0.12300000000000001,0.03
58652,0.105,0.12300000000000001,0.034
58653,0.107,0.113,0.035
58654,0.111,0.12,0.037000000000000005
58655,0.105,0.14300000000000002,0.033
58656,0.107,0.121,0.034
58701,0.094,0.132,0.028999999999999998
58703,0.079,0.135,0.023
58704,0.025,0.16899999999999998,0.006999999999999999
58705,0.012,0.16699999999999998,0.004
58707,0.013000000000000001,0.196,0.005
58710,0.114,0.11699999999999999,0.038
58711,0.11599999999999999,0.11599999999999999,0.036000000000000004
58712,0.10400000000000001,0.115,0.033
58716,0.127,0.114,0.04
58718,0.099,0.12300000000000001,0.028999999999999998
58721,0.10800000000000001,0.11800000000000001,0.034
58722,0.084,0.134,0.024
58723,0.134,0.11199999999999999,0.044000000000000004
58725,0.10099999999999999,0.11900000000000001,0.034
58727,0.11800000000000001,0.11199999999999999,0.038
58730,0.126,0.12300000000000001,0.043
58731,0.098,0.132,0.03
58733,0.102,0.122,0.028999999999999998
58734,0.11800000000000001,0.115,0.036000000000000004
58735,0.113,0.11800000000000001,0.033
58736,0.109,0.115,0.037000000000000005
58737,0.138,0.096,0.045
58740,0.087,0.134,0.026000000000000002
58741,0.107,0.126,0.035
58744,0.121,0.106,0.038
58746,0.11,0.11699999999999999,0.035
58748,0.114,0.114,0.035
58750,0.092,0.13,0.027999999999999997
58752,0.106,0.121,0.034
58755,0.107,0.12,0.034
58756,0.11699999999999999,0.11199999999999999,0.035
58757,0.15,0.20800000000000002,0.039
58758,0.127,0.125,0.040999999999999995
58759,0.096,0.128,0.028999999999999998
58760,0.111,0.11900000000000001,0.035
58761,0.109,0.11800000000000001,0.037000000000000005
58762,0.1,0.124,0.031
58763,0.125,0.17300000000000001,0.035
58765,0.126,0.122,0.04
58768,0.105,0.11699999999999999,0.033
58769,0.10400000000000001,0.121,0.034
58770,0.126,0.158,0.036000000000000004
58771,0.111,0.121,0.035
58772,0.1,0.124,0.028999999999999998
58773,0.10300000000000001,0.12300000000000001,0.034
58775,0.136,0.147,0.039
58776,0.086,0.132,0.027000000000000003
58778,0.132,0.11,0.042
58779,0.11800000000000001,0.115,0.035
58781,0.085,0.11800000000000001,0.025
58782,0.106,0.11900000000000001,0.035
58783,0.111,0.11199999999999999,0.035
58784,0.08900000000000001,0.128,0.03
58785,0.081,0.136,0.022000000000000002
58787,0.122,0.10800000000000001,0.035
58788,0.114,0.121,0.039
58789,0.1,0.13,0.032
58790,0.095,0.121,0.033
58792,0.11,0.113,0.035
58793,0.115,0.11900000000000001,0.036000000000000004
58794,0.11199999999999999,0.11699999999999999,0.035
58795,0.121,0.113,0.039
58801,0.087,0.133,0.028999999999999998
58830,0.125,0.109,0.04
58831,0.1,0.128,0.03
58833,0.14,0.11699999999999999,0.045
58835,0.109,0.121,0.032
58838,0.10099999999999999,0.124,0.03
58843,0.09300000000000001,0.127,0.027999999999999997
58844,0.13,0.121,0.039
58845,0.113,0.128,0.037000000000000005
58847,0.098,0.126,0.028999999999999998
58849,0.099,0.12300000000000001,0.032
58852,0.102,0.11800000000000001,0.036000000000000004
58853,0.131,0.154,0.039
58854,0.10300000000000001,0.13,0.032
58856,0.12300000000000001,0.125,0.037000000000000005
59001,0.095,0.132,0.032
59002,0.084,0.128,0.026000000000000002
59003,0.134,0.193,0.039
59006,0.115,0.166,0.035
59007,0.11900000000000001,0.126,0.042
59008,0.096,0.14300000000000002,0.033
59010,0.115,0.154,0.038
59011,0.099,0.136,0.035
59012,0.139,0.191,0.040999999999999995
59013,0.09300000000000001,0.12300000000000001,0.032
59014,0.10400000000000001,0.142,0.036000000000000004
59015,0.079,0.139,0.026000000000000002
59016,0.132,0.22,0.038
59018,0.099,0.139,0.033
59019,0.094,0.14300000000000002,0.031
59020,0.077,0.138,0.026000000000000002
59022,0.158,0.24100000000000002,0.046
59024,0.132,0.15,0.042
59025,0.125,0.16699999999999998,0.04
59026,0.08900000000000001,0.14400000000000002,0.031
59027,0.096,0.13,0.031
59028,0.099,0.128,0.033
59029,0.099,0.14300000000000002,0.034
59030,0.087,0.141,0.027000000000000003
59031,0.179,0.22899999999999998,0.055
59032,0.102,0.134,0.037000000000000005
59033,0.08900000000000001,0.145,0.028999999999999998
59034,0.125,0.182,0.039
59035,0.142,0.155,0.044000000000000004
59036,0.11900000000000001,0.161,0.043
59037,0.106,0.161,0.032
59038,0.122,0.14300000000000002,0.040999999999999995
59041,0.092,0.135,0.032
59043,0.14,0.22899999999999998,0.04
59044,0.086,0.154,0.027999999999999997
59046,0.12,0.146,0.04
59047,0.09300000000000001,0.149,0.032
59050,0.141,0.20600000000000002,0.043
59052,0.113,0.125,0.037000000000000005
59053,0.10800000000000001,0.155,0.036000000000000004
59054,0.121,0.153,0.04
59055,0.09300000000000001,0.139,0.03
59057,0.08800000000000001,0.142,0.027000000000000003
59058,0.098,0.155,0.03
59059,0.136,0.13699999999999998,0.046
59061,0.115,0.11699999999999999,0.038
59063,0.08800000000000001,0.145,0.027999999999999997
59064,0.114,0.163,0.036000000000000004
59065,0.096,0.134,0.031
59066,0.134,0.196,0.04
59067,0.1,0.134,0.033
59068,0.091,0.13,0.032
59069,0.105,0.132,0.034
59070,0.085,0.132,0.028999999999999998
59071,0.107,0.11900000000000001,0.035
59072,0.11900000000000001,0.153,0.039
59074,0.121,0.14400000000000002,0.04
59075,0.132,0.184,0.038
59077,0.10099999999999999,0.15,0.036000000000000004
59078,0.13699999999999998,0.15,0.047
59079,0.08900000000000001,0.16399999999999998,0.026000000000000002
59085,0.127,0.145,0.043
59086,0.099,0.135,0.033
59087,0.10800000000000001,0.129,0.035
59088,0.109,0.17,0.034
59089,0.129,0.204,0.038
59101,0.08900000000000001,0.182,0.027000000000000003
59102,0.092,0.151,0.032
59105,0.079,0.158,0.025
59106,0.078,0.138,0.024
59201,0.136,0.20199999999999999,0.044000000000000004
59211,0.106,0.138,0.036000000000000004
59212,0.092,0.146,0.031
59213,0.151,0.221,0.046
59214,0.096,0.138,0.034
59215,0.102,0.141,0.037000000000000005
59217,0.09,0.149,0.027999999999999997
59218,0.098,0.14300000000000002,0.036000000000000004
59219,0.122,0.133,0.043
59221,0.092,0.141,0.03
59222,0.10400000000000001,0.134,0.036000000000000004
59223,0.109,0.135,0.035
59225,0.11599999999999999,0.18600000000000003,0.036000000000000004
59226,0.125,0.136,0.044000000000000004
59230,0.11,0.14800000000000002,0.039
59231,0.147,0.133,0.05
59241,0.10400000000000001,0.134,0.036000000000000004
59242,0.12,0.14,0.038
59243,0.09300000000000001,0.147,0.031
59244,0.11,0.139,0.042
59247,0.10800000000000001,0.146,0.034
59248,0.12,0.145,0.04
59250,0.11199999999999999,0.129,0.039
59252,0.113,0.125,0.044000000000000004
59253,0.111,0.126,0.037000000000000005
59254,0.10400000000000001,0.135,0.038
59255,0.14800000000000002,0.23399999999999999,0.044000000000000004
59256,0.111,0.128,0.043
59257,0.09699999999999999,0.135,0.035
59258,0.138,0.142,0.044000000000000004
59259,0.10400000000000001,0.131,0.036000000000000004
59260,0.109,0.134,0.035
59261,0.11199999999999999,0.14400000000000002,0.039
59262,0.09699999999999999,0.147,0.033
59263,0.105,0.13,0.039
59270,0.08199999999999999,0.146,0.028999999999999998
59274,0.11199999999999999,0.134,0.039
59275,0.11800000000000001,0.133,0.039
59301,0.096,0.152,0.034
59311,0.107,0.14400000000000002,0.035
59313,0.087,0.14300000000000002,0.031
59314,0.106,0.14,0.037000000000000005
59315,0.10300000000000001,0.13699999999999998,0.032
59317,0.11199999999999999,0.13699999999999998,0.040999999999999995
59318,0.09300000000000001,0.153,0.031
59322,0.11699999999999999,0.142,0.037000000000000005
59323,0.077,0.15,0.023
59324,0.11199999999999999,0.14,0.04
59326,0.11800000000000001,0.14800000000000002,0.039
59327,0.121,0.155,0.040999999999999995
59330,0.094,0.151,0.032
59332,0.09699999999999999,0.152,0.034
59336,0.087,0.13,0.031
59337,0.11,0.145,0.039
59338,0.09300000000000001,0.124,0.03
59339,0.09300000000000001,0.14,0.031
59343,0.109,0.133,0.039
59344,0.10400000000000001,0.131,0.038
59347,0.11599999999999999,0.151,0.04
59349,0.131,0.139,0.047
59351,0.10300000000000001,0.136,0.034
59353,0.11,0.13699999999999998,0.040999999999999995
59401,0.09699999999999999,0.17300000000000001,0.032
59404,0.092,0.14800000000000002,0.03
59405,0.095,0.172,0.032
59410,0.132,0.14400000000000002,0.043
59411,0.158,0.183,0.046
59412,0.09699999999999999,0.146,0.032
59414,0.10099999999999999,0.165,0.033
59416,0.107,0.136,0.035
59417,0.16699999999999998,0.237,0.048
59418,0.105,0.139,0.035
59419,0.125,0.139,0.040999999999999995
59420,0.09,0.136,0.031
59421,0.12300000000000001,0.136,0.04
59422,0.113,0.14800000000000002,0.040999999999999995
59424,0.11,0.128,0.037000000000000005
59425,0.10300000000000001,0.14400000000000002,0.037000000000000005
59427,0.124,0.174,0.04
59430,0.102,0.132,0.037000000000000005
59432,0.155,0.14800000000000002,0.053
59433,0.114,0.145,0.04
59434,0.132,0.18,0.038
59436,0.092,0.141,0.033
59440,0.102,0.14,0.033
59441,0.124,0.12,0.042
59442,0.10300000000000001,0.132,0.038
59443,0.106,0.146,0.035
59444,0.095,0.17600000000000002,0.032
59446,0.126,0.157,0.043
59447,0.105,0.135,0.036000000000000004
59448,0.128,0.223,0.038
59450,0.11800000000000001,0.16399999999999998,0.039
59451,0.095,0.141,0.032
59452,0.11,0.134,0.038
59453,0.122,0.151,0.042
59454,0.098,0.159,0.034
59456,0.105,0.156,0.038
59457,0.106,0.145,0.038
59460,0.125,0.154,0.042
59462,0.11,0.136,0.038
59463,0.129,0.125,0.043
59464,0.095,0.142,0.033
59465,0.152,0.10800000000000001,0.055999999999999994
59466,0.113,0.152,0.04
59467,0.083,0.174,0.027000000000000003
59468,0.107,0.15,0.037000000000000005
59469,0.10300000000000001,0.141,0.034
59471,0.098,0.13699999999999998,0.035
59472,0.091,0.152,0.03
59474,0.095,0.16,0.032
59477,0.1,0.152,0.034
59479,0.10300000000000001,0.141,0.034
59480,0.094,0.146,0.028999999999999998
59482,0.091,0.168,0.031
59483,0.099,0.152,0.034
59484,0.11199999999999999,0.147,0.042
59485,0.1,0.152,0.031
59486,0.121,0.174,0.040999999999999995
59487,0.10099999999999999,0.15,0.033
59489,0.09300000000000001,0.142,0.033
59501,0.095,0.175,0.031
59520,0.126,0.159,0.043
59521,0.14800000000000002,0.25,0.043
59522,0.11900000000000001,0.174,0.045
59523,0.122,0.157,0.042
59524,0.14800000000000002,0.192,0.047
59525,0.09300000000000001,0.149,0.032
59526,0.145,0.217,0.044000000000000004
59527,0.156,0.23600000000000002,0.046
59528,0.106,0.145,0.034
59529,0.109,0.15,0.035
59530,0.109,0.138,0.04
59531,0.13699999999999998,0.157,0.05
59532,0.10300000000000001,0.147,0.033
59535,0.113,0.162,0.037000000000000005
59537,0.092,0.163,0.03
59538,0.113,0.151,0.04
59540,0.107,0.14300000000000002,0.036000000000000004
59542,0.106,0.153,0.035
59544,0.102,0.16399999999999998,0.034
59546,0.154,0.135,0.051
59601,0.08,0.14300000000000002,0.027000000000000003
59602,0.083,0.145,0.026000000000000002
59631,0.091,0.154,0.028999999999999998
59632,0.09,0.157,0.03
59633,0.1,0.11900000000000001,0.033
59634,0.08,0.131,0.026000000000000002
59635,0.08199999999999999,0.168,0.026000000000000002
59638,0.10099999999999999,0.147,0.033
59639,0.135,0.14400000000000002,0.042
59640,0.083,0.13,0.026000000000000002
59642,0.11699999999999999,0.141,0.038
59643,0.09300000000000001,0.13699999999999998,0.032
59644,0.10300000000000001,0.14400000000000002,0.036000000000000004
59645,0.11,0.14400000000000002,0.038
59647,0.084,0.145,0.027999999999999997
59648,0.102,0.133,0.033
59701,0.10099999999999999,0.16399999999999998,0.033
59710,0.099,0.139,0.033
59711,0.12300000000000001,0.158,0.040999999999999995
59713,0.105,0.151,0.035
59714,0.053,0.15,0.019
59715,0.053,0.163,0.019
59716,0.05,0.14,0.017
59718,0.05,0.152,0.018000000000000002
59720,0.106,0.121,0.033
59721,0.099,0.13699999999999998,0.033
59722,0.096,0.151,0.032
59724,0.109,0.136,0.036000000000000004
59725,0.09,0.155,0.03
59727,0.107,0.12300000000000001,0.034
59728,0.11599999999999999,0.14800000000000002,0.038
59729,0.095,0.128,0.033
59730,0.066,0.124,0.022000000000000002
59731,0.122,0.141,0.04
59732,0.09699999999999999,0.126,0.031
59733,0.10300000000000001,0.156,0.034
59735,0.08900000000000001,0.133,0.03
59736,0.10400000000000001,0.141,0.034
59739,0.11699999999999999,0.134,0.038
59740,0.099,0.127,0.033
59741,0.07400000000000001,0.132,0.028999999999999998
59743,0.105,0.11699999999999999,0.038
59745,0.085,0.132,0.028999999999999998
59746,0.11,0.11900000000000001,0.035
59747,0.122,0.113,0.040999999999999995
59748,0.083,0.138,0.026000000000000002
59749,0.106,0.134,0.039
59750,0.087,0.139,0.027000000000000003
59751,0.105,0.12300000000000001,0.038
59752,0.076,0.14300000000000002,0.027000000000000003
59754,0.095,0.133,0.032
59755,0.107,0.141,0.035
59756,0.075,0.158,0.022000000000000002
59758,0.078,0.14,0.026000000000000002
59759,0.10400000000000001,0.142,0.034
59760,0.078,0.142,0.027999999999999997
59761,0.1,0.14300000000000002,0.032
59762,0.12300000000000001,0.134,0.039
59801,0.062,0.19699999999999998,0.021
59802,0.073,0.17300000000000001,0.024
59803,0.068,0.146,0.022000000000000002
59804,0.08800000000000001,0.145,0.03
59808,0.071,0.16399999999999998,0.024
59820,0.10300000000000001,0.152,0.034
59821,0.126,0.17600000000000002,0.039
59823,0.08900000000000001,0.152,0.028999999999999998
59824,0.1,0.175,0.032
59825,0.086,0.15,0.028999999999999998
59826,0.11800000000000001,0.136,0.039
59827,0.11599999999999999,0.135,0.038
59828,0.10300000000000001,0.149,0.035
59829,0.111,0.154,0.036000000000000004
59830,0.14300000000000002,0.14400000000000002,0.046
59831,0.15,0.188,0.049
59832,0.10400000000000001,0.136,0.035
59833,0.086,0.141,0.027999999999999997
59834,0.075,0.14800000000000002,0.024
59837,0.09300000000000001,0.145,0.031
59840,0.115,0.147,0.04
59841,0.06,0.19399999999999998,0.02
59842,0.128,0.156,0.040999999999999995
59843,0.11199999999999999,0.14300000000000002,0.038
59844,0.125,0.158,0.040999999999999995
59845,0.159,0.16699999999999998,0.055
59846,0.083,0.142,0.027000000000000003
59847,0.069,0.153,0.022000000000000002
59848,0.163,0.165,0.051
59851,0.066,0.166,0.021
59853,0.131,0.156,0.042
59854,0.127,0.136,0.043
59855,0.115,0.223,0.034
59856,0.111,0.163,0.039
59858,0.113,0.13,0.039
59859,0.126,0.152,0.043
59860,0.115,0.149,0.039
59863,0.122,0.16699999999999998,0.04
59864,0.11900000000000001,0.18100000000000002,0.039
59865,0.12300000000000001,0.172,0.039
59866,0.127,0.161,0.04
59868,0.10800000000000001,0.14300000000000002,0.035
59870,0.09699999999999999,0.142,0.032
59871,0.125,0.12300000000000001,0.040999999999999995
59872,0.132,0.155,0.044000000000000004
59873,0.131,0.154,0.044000000000000004
59874,0.13,0.155,0.043
59875,0.111,0.142,0.037000000000000005
59901,0.085,0.153,0.028999999999999998
59910,0.129,0.126,0.042
59911,0.099,0.125,0.033
59912,0.09,0.154,0.03
59913,0.11699999999999999,0.166,0.035
59914,0.127,0.127,0.043
59915,0.125,0.15,0.038
59916,0.154,0.141,0.046
59917,0.122,0.162,0.040999999999999995
59918,0.12,0.162,0.039
59919,0.109,0.171,0.034
59920,0.09300000000000001,0.15,0.028999999999999998
59922,0.09300000000000001,0.14300000000000002,0.031
59923,0.113,0.157,0.039
59925,0.09699999999999999,0.147,0.031
59926,0.11599999999999999,0.166,0.036000000000000004
59927,0.114,0.16699999999999998,0.036000000000000004
