ZCTA,Diagnosed diabetes among adults aged >=18 years,Mental health not good for >=14 days among adults aged >=18 years,Stroke among adults aged >=18 years
01001,0.10099999999999999,0.163,0.033
01002,0.068,0.20199999999999999,0.021
01003,0.02,0.33799999999999997,0.006999999999999999
01005,0.083,0.162,0.027000000000000003
01007,0.071,0.147,0.023
01008,0.096,0.16699999999999998,0.027999999999999997
01009,0.092,0.18600000000000003,0.027999999999999997
01010,0.096,0.16699999999999998,0.027999999999999997
01011,0.092,0.16399999999999998,0.027999999999999997
01012,0.084,0.152,0.027999999999999997
01013,0.114,0.207,0.034
01020,0.106,0.183,0.033
01022,0.09699999999999999,0.19,0.031
01026,0.08900000000000001,0.15,0.028999999999999998
01027,0.079,0.153,0.026000000000000002
01028,0.095,0.152,0.031
01029,0.09300000000000001,0.14,0.031
01030,0.085,0.163,0.026000000000000002
01031,0.08900000000000001,0.174,0.028999999999999998
01032,0.079,0.142,0.026000000000000002
01033,0.073,0.14400000000000002,0.025
01034,0.096,0.16699999999999998,0.028999999999999998
01035,0.084,0.139,0.028999999999999998
01036,0.095,0.153,0.03
01037,0.086,0.177,0.027000000000000003
01038,0.084,0.139,0.027999999999999997
01039,0.08199999999999999,0.14300000000000002,0.027000000000000003
01040,0.138,0.205,0.037000000000000005
01050,0.086,0.16899999999999998,0.027999999999999997
01053,0.10099999999999999,0.129,0.036000000000000004
01054,0.08800000000000001,0.132,0.027000000000000003
01056,0.096,0.17600000000000002,0.031
01057,0.08800000000000001,0.17,0.026000000000000002
01060,0.067,0.172,0.022000000000000002
01062,0.085,0.14400000000000002,0.027000000000000003
01063,0.01,0.287,0.004
01066,0.087,0.136,0.028999999999999998
01068,0.078,0.156,0.024
01069,0.098,0.179,0.031
01070,0.09300000000000001,0.147,0.03
01071,0.08900000000000001,0.174,0.026000000000000002
01072,0.078,0.141,0.023
01073,0.077,0.146,0.025
01074,0.066,0.18,0.021
01075,0.075,0.166,0.027000000000000003
01077,0.091,0.166,0.027999999999999997
01079,0.095,0.18600000000000003,0.028999999999999998
01080,0.106,0.201,0.033
01081,0.091,0.17300000000000001,0.026000000000000002
01082,0.09300000000000001,0.175,0.031
01083,0.08900000000000001,0.17600000000000002,0.027000000000000003
01084,0.09300000000000001,0.14,0.032
01085,0.08800000000000001,0.18,0.027000000000000003
01086,0.006999999999999999,0.263,0.003
01088,0.086,0.139,0.028999999999999998
01089,0.099,0.179,0.028999999999999998
01092,0.086,0.17800000000000002,0.027000000000000003
01093,0.099,0.142,0.031
01094,0.10099999999999999,0.165,0.033
01095,0.092,0.145,0.028999999999999998
01096,0.08,0.14400000000000002,0.026000000000000002
01097,0.057,0.19899999999999998,0.019
01098,0.094,0.147,0.031
01103,0.172,0.239,0.039
01104,0.149,0.207,0.04
01105,0.174,0.251,0.04
01106,0.085,0.132,0.027000000000000003
01107,0.182,0.25,0.04
01108,0.131,0.21899999999999997,0.033
01109,0.146,0.235,0.039
01118,0.107,0.18,0.032
01119,0.11199999999999999,0.207,0.032
01128,0.107,0.17300000000000001,0.031
01129,0.11,0.17600000000000002,0.032
01151,0.125,0.223,0.034
01201,0.1,0.166,0.034
01220,0.094,0.16,0.033
01222,0.08800000000000001,0.154,0.028999999999999998
01223,0.091,0.147,0.028999999999999998
01224,0.081,0.14300000000000002,0.025
01225,0.09,0.154,0.03
01226,0.086,0.145,0.03
01229,0.11199999999999999,0.141,0.037000000000000005
01230,0.09699999999999999,0.146,0.032
01235,0.08800000000000001,0.15,0.028999999999999998
01236,0.09699999999999999,0.14800000000000002,0.032
01237,0.084,0.14,0.027999999999999997
01238,0.08900000000000001,0.146,0.031
01240,0.09699999999999999,0.12,0.037000000000000005
01242,0.075,0.142,0.024
01243,0.094,0.147,0.03
01244,0.076,0.14800000000000002,0.024
01245,0.094,0.131,0.031
01247,0.1,0.18600000000000003,0.034
01253,0.09,0.146,0.028999999999999998
01254,0.099,0.125,0.032
01255,0.098,0.13699999999999998,0.032
01256,0.10400000000000001,0.16399999999999998,0.033
01257,0.1,0.14300000000000002,0.034
01258,0.09699999999999999,0.11900000000000001,0.032
01259,0.09300000000000001,0.132,0.031
01260,0.10099999999999999,0.14300000000000002,0.034
01262,0.11199999999999999,0.142,0.036000000000000004
01264,0.109,0.12,0.036000000000000004
01266,0.1,0.127,0.032
01267,0.076,0.157,0.027000000000000003
01270,0.09,0.142,0.028999999999999998
01301,0.094,0.165,0.032
01330,0.081,0.131,0.026000000000000002
01331,0.09699999999999999,0.18,0.031
01337,0.091,0.14800000000000002,0.03
01338,0.1,0.139,0.032
01339,0.099,0.157,0.032
01340,0.094,0.16,0.031
01341,0.078,0.134,0.024
01342,0.083,0.145,0.026000000000000002
01343,0.094,0.171,0.035
01344,0.092,0.166,0.03
01346,0.106,0.152,0.034
01347,0.08,0.16,0.025
01349,0.08199999999999999,0.163,0.027000000000000003
01350,0.08900000000000001,0.162,0.027999999999999997
01351,0.086,0.156,0.027999999999999997
01354,0.08900000000000001,0.15,0.027999999999999997
01355,0.08199999999999999,0.135,0.025
01360,0.085,0.146,0.028999999999999998
01364,0.09699999999999999,0.174,0.032
01366,0.099,0.157,0.031
01367,0.111,0.146,0.037000000000000005
01368,0.094,0.171,0.028999999999999998
01370,0.092,0.147,0.03
01373,0.087,0.14400000000000002,0.027999999999999997
01375,0.063,0.17,0.02
01376,0.098,0.17300000000000001,0.033
01378,0.102,0.16,0.032
01379,0.09699999999999999,0.16699999999999998,0.028999999999999998
01420,0.09699999999999999,0.19,0.028999999999999998
01430,0.07200000000000001,0.153,0.022000000000000002
01431,0.075,0.145,0.025
01432,0.07,0.13699999999999998,0.022000000000000002
01434,0.036000000000000004,0.142,0.01
01436,0.092,0.163,0.031
01438,0.084,0.172,0.027000000000000003
01440,0.099,0.18100000000000002,0.032
01450,0.07,0.126,0.022000000000000002
01451,0.08199999999999999,0.126,0.024
01452,0.078,0.162,0.023
01453,0.09699999999999999,0.172,0.03
01460,0.073,0.126,0.024
01462,0.086,0.154,0.027000000000000003
01463,0.07,0.142,0.023
01464,0.07400000000000001,0.14800000000000002,0.023
01467,0.08199999999999999,0.126,0.025
01468,0.085,0.171,0.027000000000000003
01469,0.071,0.147,0.023
01473,0.08,0.153,0.025
01474,0.073,0.146,0.023
01475,0.085,0.177,0.027000000000000003
01501,0.085,0.149,0.027999999999999997
01503,0.085,0.138,0.027000000000000003
01504,0.07400000000000001,0.16,0.023
01505,0.078,0.13699999999999998,0.024
01506,0.094,0.165,0.03
01507,0.076,0.157,0.025
01510,0.091,0.174,0.027999999999999997
01515,0.081,0.158,0.026000000000000002
01516,0.068,0.157,0.02
01518,0.083,0.14800000000000002,0.026000000000000002
01519,0.07200000000000001,0.146,0.021
01520,0.078,0.136,0.024
01521,0.08900000000000001,0.175,0.026000000000000002
01522,0.073,0.146,0.022000000000000002
01523,0.075,0.153,0.024
01524,0.08199999999999999,0.168,0.026000000000000002
01525,0.063,0.166,0.019
01527,0.08199999999999999,0.157,0.027000000000000003
01529,0.075,0.17600000000000002,0.023
01531,0.09,0.171,0.027000000000000003
01532,0.075,0.13,0.022000000000000002
01534,0.079,0.159,0.026000000000000002
01535,0.084,0.16699999999999998,0.027000000000000003
01536,0.07400000000000001,0.151,0.023
01537,0.085,0.166,0.027000000000000003
01540,0.085,0.171,0.026000000000000002
01541,0.081,0.134,0.024
01542,0.08199999999999999,0.16399999999999998,0.026000000000000002
01543,0.068,0.151,0.021
01545,0.077,0.136,0.023
01550,0.113,0.19399999999999998,0.034
01560,0.064,0.149,0.019
01561,0.047,0.204,0.013999999999999999
01562,0.092,0.17600000000000002,0.028999999999999998
01564,0.076,0.138,0.024
01566,0.083,0.149,0.026000000000000002
01568,0.068,0.135,0.02
01569,0.08,0.159,0.025
01570,0.094,0.175,0.031
01571,0.075,0.171,0.024
01581,0.07200000000000001,0.129,0.022000000000000002
01583,0.091,0.152,0.028999999999999998
01585,0.09699999999999999,0.158,0.032
01588,0.079,0.161,0.026000000000000002
01590,0.078,0.151,0.023
01602,0.08900000000000001,0.166,0.027000000000000003
01603,0.114,0.192,0.031
01604,0.095,0.18100000000000002,0.028999999999999998
01605,0.114,0.196,0.033
01606,0.09,0.168,0.028999999999999998
01607,0.10099999999999999,0.196,0.028999999999999998
01608,0.11900000000000001,0.217,0.027000000000000003
01609,0.09,0.20800000000000002,0.026000000000000002
01610,0.10099999999999999,0.245,0.026000000000000002
01611,0.079,0.16699999999999998,0.025
01612,0.068,0.15,0.022000000000000002
01701,0.076,0.122,0.025
01702,0.079,0.172,0.025
01718,0.079,0.115,0.021
01719,0.07200000000000001,0.12,0.02
01720,0.069,0.111,0.02
01721,0.068,0.127,0.021
01730,0.075,0.10800000000000001,0.025
01731,0.03,0.153,0.009000000000000001
01740,0.069,0.128,0.02
01741,0.075,0.105,0.022000000000000002
01742,0.075,0.105,0.026000000000000002
01745,0.071,0.126,0.022000000000000002
01746,0.067,0.11800000000000001,0.022000000000000002
01747,0.079,0.149,0.026000000000000002
01748,0.062,0.12,0.019
01749,0.07400000000000001,0.139,0.025
01752,0.076,0.149,0.025
01754,0.068,0.131,0.022000000000000002
01756,0.073,0.14400000000000002,0.022000000000000002
01757,0.085,0.16899999999999998,0.027000000000000003
01760,0.067,0.11800000000000001,0.022000000000000002
01770,0.071,0.105,0.022000000000000002
01772,0.075,0.129,0.022000000000000002
01773,0.08199999999999999,0.102,0.026000000000000002
01775,0.068,0.115,0.022000000000000002
01776,0.068,0.10800000000000001,0.021
01778,0.07200000000000001,0.10300000000000001,0.023
01801,0.075,0.138,0.025
01803,0.075,0.122,0.024
01810,0.073,0.125,0.022000000000000002
01821,0.071,0.14300000000000002,0.023
01824,0.073,0.11900000000000001,0.024
01826,0.077,0.151,0.026000000000000002
01827,0.069,0.127,0.021
01830,0.094,0.174,0.03
01832,0.09,0.179,0.027000000000000003
01833,0.07200000000000001,0.14,0.022000000000000002
01834,0.08,0.145,0.026000000000000002
01835,0.079,0.17,0.024
01840,0.16699999999999998,0.19899999999999998,0.038
01841,0.13,0.203,0.031
01843,0.11,0.18899999999999997,0.027999999999999997
01844,0.091,0.165,0.027999999999999997
01845,0.07400000000000001,0.14,0.023
01850,0.096,0.184,0.027999999999999997
01851,0.094,0.162,0.025
01852,0.096,0.17300000000000001,0.028999999999999998
01854,0.094,0.188,0.027999999999999997
01860,0.078,0.14800000000000002,0.025
01862,0.07200000000000001,0.14,0.024
01863,0.07400000000000001,0.131,0.025
01864,0.07,0.131,0.023
01867,0.068,0.12,0.023
01876,0.077,0.139,0.026000000000000002
01879,0.067,0.139,0.021
01880,0.07,0.132,0.024
01886,0.067,0.11699999999999999,0.02
01887,0.073,0.138,0.024
01890,0.07,0.106,0.023
01901,0.17800000000000002,0.19699999999999998,0.059000000000000004
01902,0.114,0.195,0.032
01904,0.09300000000000001,0.168,0.028999999999999998
01905,0.102,0.187,0.027999999999999997
01906,0.092,0.161,0.03
01907,0.08,0.13,0.027000000000000003
01908,0.08900000000000001,0.13,0.028999999999999998
01913,0.076,0.157,0.025
01915,0.076,0.158,0.025
01921,0.073,0.12300000000000001,0.022000000000000002
01922,0.08,0.14300000000000002,0.024
01923,0.083,0.147,0.027999999999999997
01929,0.079,0.138,0.025
01930,0.09300000000000001,0.155,0.03
01937,0.10400000000000001,0.149,0.03
01938,0.087,0.138,0.027999999999999997
01940,0.08199999999999999,0.13,0.027000000000000003
01944,0.079,0.11900000000000001,0.025
01945,0.079,0.124,0.025
01949,0.073,0.14400000000000002,0.023
01950,0.081,0.134,0.026000000000000002
01951,0.086,0.13699999999999998,0.027000000000000003
01952,0.085,0.157,0.027000000000000003
01960,0.09300000000000001,0.155,0.032
01966,0.092,0.131,0.03
01969,0.075,0.146,0.024
01970,0.084,0.172,0.025
01982,0.077,0.139,0.023
01983,0.081,0.124,0.027000000000000003
01984,0.059000000000000004,0.163,0.02
01985,0.075,0.13,0.023
02019,0.071,0.146,0.023
02021,0.076,0.128,0.025
02025,0.075,0.11599999999999999,0.025
02026,0.079,0.131,0.027000000000000003
02030,0.071,0.107,0.022000000000000002
02032,0.07,0.127,0.023
02035,0.075,0.139,0.024
02038,0.064,0.138,0.02
02043,0.07,0.111,0.026000000000000002
02045,0.076,0.136,0.026000000000000002
02047,0.08800000000000001,0.11900000000000001,0.036000000000000004
02048,0.067,0.135,0.02
02050,0.073,0.13699999999999998,0.025
02052,0.071,0.121,0.022000000000000002
02053,0.068,0.133,0.022000000000000002
02054,0.07,0.133,0.022000000000000002
02056,0.07200000000000001,0.129,0.022000000000000002
02061,0.07,0.11800000000000001,0.025
02062,0.079,0.139,0.027000000000000003
02066,0.07200000000000001,0.12300000000000001,0.026000000000000002
02067,0.07200000000000001,0.114,0.022000000000000002
02071,0.059000000000000004,0.13699999999999998,0.017
02072,0.08800000000000001,0.147,0.028999999999999998
02081,0.078,0.133,0.026000000000000002
02090,0.075,0.11199999999999999,0.026000000000000002
02093,0.07400000000000001,0.133,0.025
02108,0.051,0.128,0.016
02109,0.055,0.133,0.019
02110,0.087,0.124,0.027999999999999997
02111,0.098,0.156,0.023
02113,0.032,0.149,0.012
02114,0.044000000000000004,0.138,0.013999999999999999
02115,0.051,0.23399999999999999,0.015
02116,0.063,0.146,0.018000000000000002
02118,0.08900000000000001,0.165,0.024
02119,0.15,0.196,0.044000000000000004
02120,0.075,0.225,0.021
02121,0.14800000000000002,0.203,0.043
02122,0.102,0.175,0.03
02124,0.11900000000000001,0.17800000000000002,0.035
02125,0.094,0.185,0.027999999999999997
02126,0.142,0.177,0.043
02127,0.057999999999999996,0.153,0.018000000000000002
02128,0.085,0.174,0.025
02129,0.062,0.147,0.019
02130,0.073,0.14800000000000002,0.022000000000000002
02131,0.085,0.146,0.026000000000000002
02132,0.079,0.128,0.027000000000000003
02134,0.043,0.17800000000000002,0.012
02135,0.052000000000000005,0.162,0.016
02136,0.106,0.16,0.033
02138,0.044000000000000004,0.151,0.013999999999999999
02139,0.049,0.15,0.013999999999999999
02140,0.068,0.133,0.02
02141,0.057999999999999996,0.142,0.018000000000000002
02142,0.040999999999999995,0.145,0.011000000000000001
02143,0.051,0.145,0.016
02144,0.047,0.152,0.016
02145,0.07,0.16,0.021
02148,0.091,0.157,0.027000000000000003
02149,0.09,0.171,0.028999999999999998
02150,0.098,0.18,0.027000000000000003
02151,0.091,0.165,0.03
02152,0.081,0.146,0.027999999999999997
02155,0.069,0.146,0.023
02163,0.019,0.23600000000000002,0.006
02169,0.087,0.15,0.027000000000000003
02170,0.09,0.146,0.025
02171,0.086,0.13699999999999998,0.024
02176,0.071,0.126,0.024
02180,0.077,0.129,0.027000000000000003
02184,0.08,0.138,0.027000000000000003
02186,0.078,0.131,0.026000000000000002
02188,0.081,0.146,0.027999999999999997
02189,0.078,0.159,0.025
02190,0.075,0.14400000000000002,0.025
02191,0.083,0.14300000000000002,0.027999999999999997
02199,0.059000000000000004,0.128,0.021
02210,0.038,0.136,0.011000000000000001
02215,0.027999999999999997,0.226,0.009000000000000001
02301,0.107,0.18899999999999997,0.036000000000000004
02302,0.091,0.17300000000000001,0.031
02322,0.095,0.153,0.032
02324,0.065,0.17,0.022000000000000002
02330,0.081,0.154,0.028999999999999998
02332,0.071,0.115,0.025
02333,0.07400000000000001,0.152,0.026000000000000002
02338,0.073,0.146,0.026000000000000002
02339,0.07,0.135,0.025
02341,0.068,0.14800000000000002,0.024
02343,0.084,0.152,0.027999999999999997
02346,0.077,0.154,0.027000000000000003
02347,0.07,0.141,0.025
02351,0.067,0.149,0.023
02356,0.07400000000000001,0.139,0.023
02357,0.01,0.21899999999999997,0.004
02359,0.066,0.14300000000000002,0.023
02360,0.073,0.146,0.026000000000000002
02364,0.07400000000000001,0.14,0.027000000000000003
02366,0.048,0.134,0.013000000000000001
02367,0.077,0.147,0.026000000000000002
02368,0.102,0.153,0.031
02370,0.073,0.155,0.026000000000000002
02375,0.079,0.139,0.024
02379,0.077,0.139,0.028999999999999998
02382,0.069,0.159,0.024
02420,0.077,0.096,0.024
02421,0.076,0.095,0.023
02445,0.061,0.128,0.018000000000000002
02446,0.057999999999999996,0.141,0.018000000000000002
02451,0.071,0.129,0.022000000000000002
02452,0.065,0.16,0.021
02453,0.06,0.151,0.019
02457,0.009000000000000001,0.19399999999999998,0.003
02458,0.065,0.12,0.021
02459,0.068,0.114,0.021
02460,0.07,0.115,0.022000000000000002
02461,0.07,0.10800000000000001,0.021
02462,0.086,0.107,0.03
02464,0.067,0.115,0.021
02465,0.07200000000000001,0.11199999999999999,0.023
02466,0.064,0.134,0.022000000000000002
02467,0.053,0.155,0.017
02468,0.07200000000000001,0.098,0.023
02472,0.063,0.13,0.021
02474,0.065,0.11900000000000001,0.021
02476,0.073,0.115,0.024
02478,0.07,0.114,0.023
02481,0.063,0.131,0.02
02482,0.078,0.11599999999999999,0.025
02492,0.071,0.11,0.024
02493,0.08,0.109,0.026000000000000002
02494,0.07200000000000001,0.115,0.024
02532,0.085,0.154,0.027999999999999997
02534,0.10400000000000001,0.139,0.035
02535,0.08800000000000001,0.126,0.028999999999999998
02536,0.098,0.151,0.032
02537,0.079,0.135,0.025
02538,0.085,0.17600000000000002,0.028999999999999998
02539,0.086,0.14800000000000002,0.027999999999999997
02540,0.10800000000000001,0.122,0.039
02542,0.04,0.191,0.011000000000000001
02543,0.08199999999999999,0.122,0.027999999999999997
02553,0.099,0.145,0.033
02554,0.075,0.145,0.023
02556,0.09,0.11199999999999999,0.031
02557,0.09,0.147,0.031
02558,0.098,0.159,0.036000000000000004
02559,0.105,0.136,0.036000000000000004
02561,0.087,0.142,0.028999999999999998
02562,0.086,0.145,0.027999999999999997
02563,0.08800000000000001,0.14300000000000002,0.028999999999999998
02564,0.08900000000000001,0.124,0.028999999999999998
02568,0.09,0.155,0.03
02571,0.098,0.166,0.035
02575,0.079,0.132,0.025
02576,0.095,0.154,0.034
02601,0.1,0.182,0.033
02630,0.094,0.11900000000000001,0.032
02631,0.09699999999999999,0.126,0.034
02632,0.092,0.138,0.032
02633,0.107,0.114,0.037000000000000005
02635,0.095,0.124,0.032
02637,0.10099999999999999,0.11199999999999999,0.035
02638,0.111,0.121,0.039
02639,0.106,0.158,0.035
02641,0.131,0.111,0.046
02642,0.105,0.124,0.036000000000000004
02644,0.08,0.168,0.024
02645,0.1,0.13699999999999998,0.035
02646,0.11900000000000001,0.11900000000000001,0.040999999999999995
02647,0.127,0.151,0.045
02648,0.084,0.145,0.027000000000000003
02649,0.09699999999999999,0.14300000000000002,0.032
02650,0.107,0.10400000000000001,0.043
02652,0.10099999999999999,0.138,0.033
02653,0.11,0.114,0.038
02655,0.099,0.125,0.034
02657,0.099,0.131,0.031
02659,0.1,0.124,0.034
02660,0.11,0.13699999999999998,0.038
02663,0.10800000000000001,0.129,0.035
02664,0.107,0.141,0.038
02666,0.109,0.133,0.036000000000000004
02667,0.10300000000000001,0.133,0.034
02668,0.083,0.133,0.027000000000000003
02669,0.11199999999999999,0.11199999999999999,0.04
02670,0.10300000000000001,0.122,0.036000000000000004
02671,0.106,0.132,0.037000000000000005
02672,0.11900000000000001,0.138,0.040999999999999995
02673,0.096,0.154,0.033
02675,0.115,0.125,0.04
02702,0.083,0.151,0.025
02703,0.087,0.157,0.027000000000000003
02713,0.085,0.11900000000000001,0.027000000000000003
02715,0.077,0.14800000000000002,0.024
02717,0.08199999999999999,0.146,0.026000000000000002
02718,0.078,0.16399999999999998,0.024
02719,0.099,0.152,0.034
02720,0.107,0.182,0.036000000000000004
02721,0.115,0.19899999999999998,0.038
02723,0.11,0.19699999999999998,0.036000000000000004
02724,0.11699999999999999,0.20199999999999999,0.038
02725,0.095,0.142,0.036000000000000004
02726,0.092,0.14300000000000002,0.031
02738,0.085,0.129,0.032
02739,0.076,0.124,0.027000000000000003
02740,0.122,0.19,0.039
02743,0.09,0.156,0.03
02744,0.11199999999999999,0.203,0.035
02745,0.10400000000000001,0.177,0.035
02746,0.11699999999999999,0.214,0.036000000000000004
02747,0.071,0.17300000000000001,0.024
02748,0.09699999999999999,0.135,0.033
02760,0.078,0.151,0.024
02762,0.07,0.14,0.023
02763,0.071,0.146,0.021
02764,0.081,0.145,0.026000000000000002
02766,0.07200000000000001,0.156,0.022000000000000002
02767,0.081,0.142,0.026000000000000002
02769,0.077,0.136,0.024
02770,0.071,0.138,0.025
02771,0.084,0.141,0.027000000000000003
02777,0.09,0.15,0.03
02779,0.07,0.14800000000000002,0.021
02780,0.102,0.17800000000000002,0.032
02790,0.09,0.142,0.028999999999999998
02791,0.10400000000000001,0.102,0.036000000000000004
02802,0.08900000000000001,0.15,0.026000000000000002
02804,0.08199999999999999,0.145,0.026000000000000002
02806,0.07400000000000001,0.114,0.024
02807,0.107,0.135,0.034
02808,0.073,0.149,0.024
02809,0.079,0.157,0.027999999999999997
02812,0.067,0.14,0.021
02813,0.08900000000000001,0.134,0.028999999999999998
02814,0.083,0.14300000000000002,0.025
02815,0.081,0.135,0.024
02816,0.09,0.159,0.028999999999999998
02817,0.069,0.141,0.021
02818,0.084,0.127,0.027000000000000003
02822,0.073,0.138,0.024
02825,0.083,0.138,0.025
02826,0.085,0.153,0.025
02827,0.081,0.156,0.026000000000000002
02828,0.091,0.128,0.031
02830,0.091,0.152,0.027999999999999997
02831,0.08199999999999999,0.136,0.025
02832,0.083,0.142,0.027000000000000003
02833,0.087,0.141,0.027999999999999997
02835,0.079,0.10800000000000001,0.026000000000000002
02836,0.052000000000000005,0.15,0.016
02837,0.08800000000000001,0.115,0.03
02838,0.086,0.151,0.028999999999999998
02839,0.085,0.153,0.026000000000000002
02840,0.08,0.151,0.026000000000000002
02841,0.023,0.159,0.006999999999999999
02842,0.086,0.132,0.028999999999999998
02852,0.08199999999999999,0.132,0.027000000000000003
02857,0.087,0.133,0.027000000000000003
02858,0.073,0.163,0.022000000000000002
02859,0.08900000000000001,0.154,0.027999999999999997
02860,0.114,0.183,0.033
02861,0.096,0.161,0.03
02863,0.141,0.20800000000000002,0.035
02864,0.086,0.14,0.027999999999999997
02865,0.091,0.138,0.028999999999999998
02871,0.078,0.12300000000000001,0.026000000000000002
02872,0.102,0.107,0.035
02873,0.079,0.14800000000000002,0.025
02874,0.071,0.126,0.022000000000000002
02875,0.066,0.14300000000000002,0.021
02876,0.055,0.175,0.016
02878,0.086,0.135,0.03
02879,0.083,0.129,0.027999999999999997
02881,0.028999999999999998,0.243,0.01
02882,0.077,0.152,0.025
02885,0.091,0.152,0.031
02886,0.09300000000000001,0.14800000000000002,0.032
02888,0.087,0.151,0.027999999999999997
02889,0.085,0.159,0.027000000000000003
02891,0.09300000000000001,0.141,0.032
02892,0.07400000000000001,0.129,0.025
02893,0.09,0.17300000000000001,0.028999999999999998
02894,0.066,0.146,0.021
02895,0.115,0.182,0.035
02896,0.095,0.13699999999999998,0.031
02898,0.069,0.139,0.022000000000000002
02903,0.086,0.198,0.025
02904,0.111,0.157,0.034
02905,0.111,0.183,0.027999999999999997
02906,0.063,0.163,0.019
02907,0.14,0.191,0.031
02908,0.094,0.18600000000000003,0.025
02909,0.114,0.192,0.027000000000000003
02910,0.08800000000000001,0.152,0.026000000000000002
02911,0.08900000000000001,0.165,0.027999999999999997
02912,0.012,0.242,0.004
02914,0.106,0.16899999999999998,0.036000000000000004
02915,0.099,0.15,0.032
02916,0.092,0.14,0.03
02917,0.069,0.156,0.023
02919,0.095,0.147,0.031
02920,0.09699999999999999,0.145,0.031
02921,0.079,0.133,0.024
03031,0.07200000000000001,0.11800000000000001,0.022000000000000002
03032,0.07200000000000001,0.136,0.022000000000000002
03033,0.06,0.128,0.019
03034,0.081,0.146,0.026000000000000002
03036,0.068,0.14400000000000002,0.021
03037,0.076,0.147,0.024
03038,0.076,0.163,0.024
03042,0.077,0.159,0.025
03043,0.091,0.138,0.03
03044,0.068,0.142,0.022000000000000002
03045,0.076,0.147,0.026000000000000002
03046,0.07200000000000001,0.135,0.022000000000000002
03047,0.08199999999999999,0.154,0.027000000000000003
03048,0.086,0.153,0.027999999999999997
03049,0.075,0.114,0.024
03051,0.07,0.141,0.023
03052,0.064,0.136,0.021
03053,0.069,0.141,0.021
03054,0.07,0.136,0.022000000000000002
03055,0.07400000000000001,0.147,0.024
03057,0.073,0.132,0.023
03060,0.091,0.172,0.03
03062,0.076,0.129,0.024
03063,0.073,0.139,0.023
03064,0.078,0.151,0.025
03070,0.065,0.135,0.021
03071,0.07,0.15,0.023
03076,0.07,0.139,0.023
03077,0.08,0.166,0.025
03079,0.083,0.142,0.027000000000000003
03082,0.075,0.133,0.024
03084,0.081,0.14,0.026000000000000002
03086,0.07400000000000001,0.138,0.024
03087,0.07200000000000001,0.125,0.022000000000000002
03101,0.099,0.17300000000000001,0.03
03102,0.08199999999999999,0.17300000000000001,0.027000000000000003
03103,0.08800000000000001,0.17800000000000002,0.027999999999999997
03104,0.079,0.156,0.026000000000000002
03106,0.07200000000000001,0.147,0.023
03109,0.073,0.14300000000000002,0.024
03110,0.071,0.11599999999999999,0.023
03215,0.109,0.12300000000000001,0.035
03216,0.081,0.14400000000000002,0.027000000000000003
03217,0.094,0.161,0.032
03218,0.08199999999999999,0.154,0.027000000000000003
03220,0.086,0.156,0.027999999999999997
03221,0.076,0.127,0.025
03222,0.08800000000000001,0.147,0.03
03223,0.086,0.14800000000000002,0.028999999999999998
03224,0.084,0.128,0.027000000000000003
03225,0.08,0.156,0.025
03226,0.099,0.135,0.033
03227,0.113,0.131,0.038
03229,0.08,0.121,0.026000000000000002
03230,0.08199999999999999,0.14,0.027000000000000003
03231,0.09300000000000001,0.134,0.032
03233,0.09300000000000001,0.11199999999999999,0.032
03234,0.08199999999999999,0.14,0.027999999999999997
03235,0.092,0.163,0.032
03237,0.09,0.14800000000000002,0.027999999999999997
03238,0.10099999999999999,0.147,0.036000000000000004
03240,0.087,0.146,0.03
03241,0.09300000000000001,0.11800000000000001,0.033
03242,0.068,0.16,0.021
03243,0.08,0.14300000000000002,0.026000000000000002
03244,0.078,0.153,0.025
03245,0.10800000000000001,0.152,0.036000000000000004
03246,0.09699999999999999,0.158,0.034
03249,0.08800000000000001,0.13,0.028999999999999998
03251,0.09,0.132,0.031
03253,0.098,0.136,0.033
03254,0.10099999999999999,0.124,0.033
03255,0.083,0.122,0.027000000000000003
03256,0.085,0.14300000000000002,0.027999999999999997
03257,0.08,0.127,0.03
03258,0.081,0.145,0.026000000000000002
03259,0.113,0.134,0.036000000000000004
03260,0.079,0.126,0.025
03261,0.081,0.151,0.026000000000000002
03262,0.08900000000000001,0.156,0.03
03263,0.08900000000000001,0.171,0.028999999999999998
03264,0.049,0.193,0.017
03266,0.08900000000000001,0.139,0.031
03268,0.08199999999999999,0.14300000000000002,0.027000000000000003
03269,0.086,0.141,0.027999999999999997
03273,0.08900000000000001,0.11599999999999999,0.028999999999999998
03275,0.083,0.16,0.027000000000000003
03276,0.08800000000000001,0.159,0.03
03278,0.085,0.14300000000000002,0.027999999999999997
03279,0.095,0.151,0.033
03280,0.099,0.147,0.033
03281,0.067,0.147,0.021
03282,0.094,0.142,0.032
03284,0.07400000000000001,0.13,0.024
03285,0.081,0.139,0.027000000000000003
03287,0.09,0.136,0.028999999999999998
03290,0.073,0.146,0.022000000000000002
03293,0.111,0.136,0.039
03301,0.08,0.147,0.027999999999999997
03303,0.075,0.15,0.026000000000000002
03304,0.07400000000000001,0.12,0.024
03307,0.08,0.15,0.026000000000000002
03431,0.073,0.172,0.025
03440,0.08900000000000001,0.152,0.028999999999999998
03441,0.1,0.188,0.032
03442,0.071,0.152,0.023
03443,0.081,0.131,0.026000000000000002
03444,0.087,0.13699999999999998,0.027999999999999997
03445,0.078,0.14300000000000002,0.025
03446,0.08199999999999999,0.151,0.027000000000000003
