Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,715,196,715,(X)
Estimate Sex And Age Total Population Male,328,101,45.9,8.8
Estimate Sex And Age Total Population Female,387,132,54.1,8.8
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),84.8,30.5,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,16,26,2.2,3.3
Estimate Sex And Age Total Population 5 To 9 Years,32,31,4.5,3.9
Estimate Sex And Age Total Population 10 To 14 Years,45,37,6.3,5.2
Estimate Sex And Age Total Population 15 To 19 Years,65,54,9.1,6.0
Estimate Sex And Age Total Population 20 To 24 Years,45,52,6.3,6.3
Estimate Sex And Age Total Population 25 To 34 Years,18,28,2.5,4.0
Estimate Sex And Age Total Population 35 To 44 Years,160,89,22.4,11.2
Estimate Sex And Age Total Population 45 To 54 Years,77,43,10.8,6.0
Estimate Sex And Age Total Population 55 To 59 Years,56,40,7.8,5.7
Estimate Sex And Age Total Population 60 To 64 Years,63,37,8.8,5.4
Estimate Sex And Age Total Population 65 To 74 Years,91,62,12.7,8.7
Estimate Sex And Age Total Population 75 To 84 Years,18,27,2.5,3.8
Estimate Sex And Age Total Population 85 Years And Over,29,30,4.1,4.2
Estimate Sex And Age Total Population Median Age (Years),44.3,9.7,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,118,66,16.5,6.8
Estimate Sex And Age Total Population 16 Years And Over,616,160,86.2,6.4
Estimate Sex And Age Total Population 18 Years And Over,597,157,83.5,6.8
Estimate Sex And Age Total Population 21 Years And Over,556,129,77.8,10.6
Estimate Sex And Age Total Population 62 Years And Over,188,72,26.3,10.7
Estimate Sex And Age Total Population 65 Years And Over,138,68,19.3,9.8
Estimate Sex And Age Total Population 18 Years And Over,597,157,597,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,263,82,44.1,10.7
Estimate Sex And Age Total Population 18 Years And Over Female,334,122,55.9,10.7
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),78.7,34.4,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,138,68,138,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,83,58,60.1,20.3
Estimate Sex And Age Total Population 65 Years And Over Female,55,30,39.9,20.3
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),150.9,138.1,(X),(X)
Estimate Race Total Population,715,196,715,(X)
Estimate Race Total Population One Race,579,126,81.0,14.3
Estimate Race Total Population Two Or More Races,136,129,19.0,14.3
Estimate Race Total Population One Race,579,126,81.0,14.3
Estimate Race Total Population One Race White,561,130,78.5,14.0
Estimate Race Total Population One Race Black Or African American,0,13,0.0,5.4
Estimate Race Total Population One Race American Indian And Alaska Native,6,9,0.8,1.3
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,5.4
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,5.4
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,5.4
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,5.4
Estimate Race Total Population One Race Asian,12,20,1.7,3.0
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,5.4
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,5.4
Estimate Race Total Population One Race Asian Filipino,12,20,1.7,3.0
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,5.4
Estimate Race Total Population One Race Asian Korean,0,13,0.0,5.4
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,5.4
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,5.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,5.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,5.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,5.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,5.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,5.4
Estimate Race Total Population One Race Some Other Race,0,13,0.0,5.4
Estimate Race Total Population Two Or More Races,136,129,19.0,14.3
Estimate Race Total Population Two Or More Races White And Black Or African American,97,127,13.6,15.4
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,39,44,5.5,6.2
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,5.4
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,5.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,715,196,715,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,697,200,97.5,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,97,127,13.6,15.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,45,45,6.3,6.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,12,20,1.7,3.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,13,0.0,5.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population,715,196,715,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),6,9,0.8,1.3
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,6,9,0.8,1.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,709,196,99.2,1.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,561,130,78.5,14.0
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,12,20,1.7,3.0
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,13,0.0,5.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,136,129,19.0,14.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,0,13,0.0,5.4
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",136,129,19.0,14.3
Estimate Total Housing Units,374,92,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",589,157,589,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",263,82,44.7,10.8
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",326,122,55.3,10.8
