Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,430,100,430,(X)
Estimate Sex And Age Total Population Male,205,64,47.7,8.7
Estimate Sex And Age Total Population Female,225,60,52.3,8.7
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),91.1,30.5,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,16,21,3.7,4.5
Estimate Sex And Age Total Population 5 To 9 Years,27,26,6.3,5.0
Estimate Sex And Age Total Population 10 To 14 Years,8,10,1.9,2.3
Estimate Sex And Age Total Population 15 To 19 Years,14,10,3.3,2.3
Estimate Sex And Age Total Population 20 To 24 Years,24,15,5.6,3.8
Estimate Sex And Age Total Population 25 To 34 Years,51,35,11.9,7.1
Estimate Sex And Age Total Population 35 To 44 Years,28,18,6.5,3.8
Estimate Sex And Age Total Population 45 To 54 Years,38,23,8.8,5.1
Estimate Sex And Age Total Population 55 To 59 Years,31,18,7.2,4.3
Estimate Sex And Age Total Population 60 To 64 Years,83,38,19.3,8.4
Estimate Sex And Age Total Population 65 To 74 Years,68,27,15.8,6.9
Estimate Sex And Age Total Population 75 To 84 Years,28,21,6.5,4.6
Estimate Sex And Age Total Population 85 Years And Over,14,10,3.3,2.5
Estimate Sex And Age Total Population Median Age (Years),55.7,13.1,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,62,51,14.4,9.6
Estimate Sex And Age Total Population 16 Years And Over,375,72,87.2,9.4
Estimate Sex And Age Total Population 18 Years And Over,368,70,85.6,9.6
Estimate Sex And Age Total Population 21 Years And Over,365,70,84.9,9.6
Estimate Sex And Age Total Population 62 Years And Over,157,50,36.5,11.6
Estimate Sex And Age Total Population 65 Years And Over,110,36,25.6,8.7
Estimate Sex And Age Total Population 18 Years And Over,368,70,368,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,161,36,43.8,7.4
Estimate Sex And Age Total Population 18 Years And Over Female,207,53,56.3,7.4
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),77.8,22.8,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,110,36,110,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,59,22,53.6,13.1
Estimate Sex And Age Total Population 65 Years And Over Female,51,25,46.4,13.1
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),115.7,58.9,(X),(X)
Estimate Race Total Population,430,100,430,(X)
Estimate Race Total Population One Race,430,100,100.0,8.9
Estimate Race Total Population Two Or More Races,0,13,0.0,8.9
Estimate Race Total Population One Race,430,100,100.0,8.9
Estimate Race Total Population One Race White,426,100,99.1,1.9
Estimate Race Total Population One Race Black Or African American,0,13,0.0,8.9
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,8.9
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,8.9
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,8.9
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,8.9
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,8.9
Estimate Race Total Population One Race Asian,0,13,0.0,8.9
