Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1248,316,1248,(X)
Estimate Sex And Age Total Population Male,509,208,40.8,10.9
Estimate Sex And Age Total Population Female,739,202,59.2,10.9
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),68.9,30.9,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,97,76,7.8,5.8
Estimate Sex And Age Total Population 5 To 9 Years,59,51,4.7,4.1
Estimate Sex And Age Total Population 10 To 14 Years,47,41,3.8,3.1
Estimate Sex And Age Total Population 15 To 19 Years,28,37,2.2,2.8
Estimate Sex And Age Total Population 20 To 24 Years,118,100,9.5,7.1
Estimate Sex And Age Total Population 25 To 34 Years,198,115,15.9,8.5
Estimate Sex And Age Total Population 35 To 44 Years,336,196,26.9,14.1
Estimate Sex And Age Total Population 45 To 54 Years,55,74,4.4,5.3
Estimate Sex And Age Total Population 55 To 59 Years,66,80,5.3,6.2
Estimate Sex And Age Total Population 60 To 64 Years,129,81,10.3,6.4
Estimate Sex And Age Total Population 65 To 74 Years,114,90,9.1,7.1
Estimate Sex And Age Total Population 75 To 84 Years,0,13,0.0,3.2
Estimate Sex And Age Total Population 85 Years And Over,1,3,0.1,0.2
Estimate Sex And Age Total Population Median Age (Years),36.5,4.5,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,220,120,17.6,9.1
Estimate Sex And Age Total Population 16 Years And Over,1028,300,82.4,9.1
Estimate Sex And Age Total Population 18 Years And Over,1028,300,82.4,9.1
Estimate Sex And Age Total Population 21 Years And Over,1017,290,81.5,9.1
Estimate Sex And Age Total Population 62 Years And Over,148,104,11.9,8.0
Estimate Sex And Age Total Population 65 Years And Over,115,91,9.2,7.1
Estimate Sex And Age Total Population 18 Years And Over,1028,300,1028,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,443,202,43.1,13.0
Estimate Sex And Age Total Population 18 Years And Over Female,585,195,56.9,13.0
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),75.7,40.6,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,115,91,115,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,11,24,9.6,20.9
Estimate Sex And Age Total Population 65 Years And Over Female,104,88,90.4,20.9
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),10.6,28.6,(X),(X)
Estimate Race Total Population,1248,316,1248,(X)
Estimate Race Total Population One Race,1248,316,100.0,3.2
Estimate Race Total Population Two Or More Races,0,13,0.0,3.2
Estimate Race Total Population One Race,1248,316,100.0,3.2
Estimate Race Total Population One Race White,1217,309,97.5,4.0
Estimate Race Total Population One Race Black Or African American,31,51,2.5,4.0
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,3.2
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,3.2
Estimate Race Total Population One Race Asian,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Korean,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,3.2
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,3.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,3.2
Estimate Race Total Population One Race Some Other Race,0,13,0.0,3.2
Estimate Race Total Population Two Or More Races,0,13,0.0,3.2
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,3.2
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,3.2
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,3.2
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,1248,316,1248,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,1217,309,97.5,4.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,31,51,2.5,4.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,13,0.0,3.2
