Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,3531,549,3531,(X)
Estimate Sex And Age Total Population Male,1743,328,49.4,3.8
Estimate Sex And Age Total Population Female,1788,279,50.6,3.8
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),97.5,14.7,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,159,74,4.5,2.0
Estimate Sex And Age Total Population 5 To 9 Years,138,69,3.9,2.0
Estimate Sex And Age Total Population 10 To 14 Years,172,99,4.9,2.6
Estimate Sex And Age Total Population 15 To 19 Years,279,111,7.9,2.9
Estimate Sex And Age Total Population 20 To 24 Years,165,107,4.7,2.8
Estimate Sex And Age Total Population 25 To 34 Years,297,188,8.4,5.0
Estimate Sex And Age Total Population 35 To 44 Years,562,181,15.9,4.8
Estimate Sex And Age Total Population 45 To 54 Years,502,154,14.2,3.9
Estimate Sex And Age Total Population 55 To 59 Years,283,195,8.0,5.1
Estimate Sex And Age Total Population 60 To 64 Years,289,179,8.2,4.9
Estimate Sex And Age Total Population 65 To 74 Years,466,262,13.2,7.2
Estimate Sex And Age Total Population 75 To 84 Years,164,104,4.6,2.9
Estimate Sex And Age Total Population 85 Years And Over,55,63,1.6,1.8
Estimate Sex And Age Total Population Median Age (Years),44.9,7.9,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,663,174,18.8,4.1
Estimate Sex And Age Total Population 16 Years And Over,2958,492,83.8,4.1
Estimate Sex And Age Total Population 18 Years And Over,2868,471,81.2,4.1
Estimate Sex And Age Total Population 21 Years And Over,2750,463,77.9,4.6
Estimate Sex And Age Total Population 62 Years And Over,815,308,23.1,8.3
Estimate Sex And Age Total Population 65 Years And Over,685,288,19.4,7.9
Estimate Sex And Age Total Population 18 Years And Over,2868,471,2868,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,1344,268,46.9,3.2
Estimate Sex And Age Total Population 18 Years And Over Female,1524,234,53.1,3.2
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),88.2,11.6,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,685,288,685,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,323,162,47.2,9.6
Estimate Sex And Age Total Population 65 Years And Over Female,362,151,52.8,9.6
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),89.2,33.6,(X),(X)
Estimate Race Total Population,3531,549,3531,(X)
Estimate Race Total Population One Race,3371,532,95.5,4.8
Estimate Race Total Population Two Or More Races,160,176,4.5,4.8
Estimate Race Total Population One Race,3371,532,95.5,4.8
Estimate Race Total Population One Race White,3273,503,92.7,4.8
Estimate Race Total Population One Race Black Or African American,4,11,0.1,0.3
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,1.1
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,1.1
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,1.1
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,1.1
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,1.1
Estimate Race Total Population One Race Asian,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Korean,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,1.1
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,1.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,27,44,0.8,1.3
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,1.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,1.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,1.1
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,27,44,0.8,1.3
Estimate Race Total Population One Race Some Other Race,67,109,1.9,3.0
Estimate Race Total Population Two Or More Races,160,176,4.5,4.8
Estimate Race Total Population Two Or More Races White And Black Or African American,5,11,0.1,0.3
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,1.1
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,1.1
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,1.1
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,3531,549,3531,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,3433,531,97.2,3.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,9,22,0.3,0.6
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,1.1
