Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,331,444,331,(X)
Estimate Sex And Age Total Population Male,190,258,57.4,4.5
Estimate Sex And Age Total Population Female,141,186,42.6,4.5
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),134.8,23.8,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,13,0.0,11.4
Estimate Sex And Age Total Population 5 To 9 Years,55,85,16.6,7.0
Estimate Sex And Age Total Population 10 To 14 Years,59,90,17.8,7.1
Estimate Sex And Age Total Population 15 To 19 Years,51,75,15.4,5.7
Estimate Sex And Age Total Population 20 To 24 Years,0,13,0.0,11.4
Estimate Sex And Age Total Population 25 To 34 Years,0,13,0.0,11.4
Estimate Sex And Age Total Population 35 To 44 Years,126,194,38.1,15.8
Estimate Sex And Age Total Population 45 To 54 Years,17,29,5.1,16.8
Estimate Sex And Age Total Population 55 To 59 Years,0,13,0.0,11.4
Estimate Sex And Age Total Population 60 To 64 Years,0,13,0.0,11.4
Estimate Sex And Age Total Population 65 To 74 Years,23,38,6.9,22.7
Estimate Sex And Age Total Population 75 To 84 Years,0,13,0.0,11.4
Estimate Sex And Age Total Population 85 Years And Over,0,13,0.0,11.4
Estimate Sex And Age Total Population Median Age (Years),40.0,57.0,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,165,250,49.8,18.9
Estimate Sex And Age Total Population 16 Years And Over,166,197,50.2,18.9
Estimate Sex And Age Total Population 18 Years And Over,166,197,50.2,18.9
Estimate Sex And Age Total Population 21 Years And Over,166,197,50.2,18.9
Estimate Sex And Age Total Population 62 Years And Over,23,38,6.9,22.7
Estimate Sex And Age Total Population 65 Years And Over,23,38,6.9,22.7
Estimate Sex And Age Total Population 18 Years And Over,166,197,166,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,84,100,50.6,4.4
Estimate Sex And Age Total Population 18 Years And Over Female,82,98,49.4,4.4
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),102.4,17.4,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,23,38,23,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,12,19,52.2,9.9
Estimate Sex And Age Total Population 65 Years And Over Female,11,20,47.8,9.9
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),109.1,41.7,(X),(X)
Estimate Race Total Population,331,444,331,(X)
Estimate Race Total Population One Race,331,444,100.0,11.4
Estimate Race Total Population Two Or More Races,0,13,0.0,11.4
Estimate Race Total Population One Race,331,444,100.0,11.4
Estimate Race Total Population One Race White,331,444,100.0,11.4
