Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,3985,755,3985,(X)
Estimate Sex And Age Total Population Male,1783,403,44.7,5.2
Estimate Sex And Age Total Population Female,2202,456,55.3,5.2
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),81.0,17.1,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,31,41,0.8,1.0
Estimate Sex And Age Total Population 5 To 9 Years,249,172,6.2,3.6
Estimate Sex And Age Total Population 10 To 14 Years,250,141,6.3,3.1
Estimate Sex And Age Total Population 15 To 19 Years,168,119,4.2,2.6
Estimate Sex And Age Total Population 20 To 24 Years,212,133,5.3,3.1
Estimate Sex And Age Total Population 25 To 34 Years,466,225,11.7,4.9
Estimate Sex And Age Total Population 35 To 44 Years,270,144,6.8,3.4
Estimate Sex And Age Total Population 45 To 54 Years,542,160,13.6,3.5
Estimate Sex And Age Total Population 55 To 59 Years,380,152,9.5,3.7
Estimate Sex And Age Total Population 60 To 64 Years,353,140,8.9,3.8
Estimate Sex And Age Total Population 65 To 74 Years,488,169,12.2,4.8
Estimate Sex And Age Total Population 75 To 84 Years,496,309,12.4,7.0
Estimate Sex And Age Total Population 85 Years And Over,80,91,2.0,2.3
Estimate Sex And Age Total Population Median Age (Years),53.0,4.8,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,640,279,16.1,5.0
Estimate Sex And Age Total Population 16 Years And Over,3408,580,85.5,5.0
Estimate Sex And Age Total Population 18 Years And Over,3345,563,83.9,5.0
Estimate Sex And Age Total Population 21 Years And Over,3247,542,81.5,5.4
Estimate Sex And Age Total Population 62 Years And Over,1220,316,30.6,7.2
Estimate Sex And Age Total Population 65 Years And Over,1064,303,26.7,6.7
Estimate Sex And Age Total Population 18 Years And Over,3345,563,3345,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,1437,299,43.0,5.1
Estimate Sex And Age Total Population 18 Years And Over Female,1908,358,57.0,5.1
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),75.3,15.7,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,1064,303,1064,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,422,148,39.7,8.4
Estimate Sex And Age Total Population 65 Years And Over Female,642,204,60.3,8.4
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),65.7,23.3,(X),(X)
Estimate Race Total Population,3985,755,3985,(X)
Estimate Race Total Population One Race,3628,711,91.0,5.6
Estimate Race Total Population Two Or More Races,357,238,9.0,5.6
Estimate Race Total Population One Race,3628,711,91.0,5.6
Estimate Race Total Population One Race White,3410,722,85.6,6.2
Estimate Race Total Population One Race Black Or African American,143,135,3.6,3.5
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,1.0
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,1.0
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,1.0
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,1.0
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,1.0
Estimate Race Total Population One Race Asian,8,15,0.2,0.4
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,1.0
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,1.0
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,1.0
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,1.0
Estimate Race Total Population One Race Asian Korean,0,13,0.0,1.0
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,1.0
Estimate Race Total Population One Race Asian Other Asian,8,15,0.2,0.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,1.0
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,1.0
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,1.0
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,1.0
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,1.0
Estimate Race Total Population One Race Some Other Race,67,89,1.7,2.2
Estimate Race Total Population Two Or More Races,357,238,9.0,5.6
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,1.0
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,1.0
Estimate Race Total Population Two Or More Races White And Asian,11,21,0.3,0.5
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,1.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,3985,755,3985,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,3592,775,90.1,5.1
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,489,264,12.3,6.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,1.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,19,35,0.5,0.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,13,0.0,1.0
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,413,228,10.4,5.4
Estimate Hispanic Or Latino And Race Total Population,3985,755,3985,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),27,36,0.7,0.9
