Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,164,98,164,(X)
Estimate Sex And Age Total Population Male,83,62,50.6,12.3
Estimate Sex And Age Total Population Female,81,41,49.4,12.3
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),102.5,46.8,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,13,0.0,21.4
Estimate Sex And Age Total Population 5 To 9 Years,0,13,0.0,21.4
Estimate Sex And Age Total Population 10 To 14 Years,0,13,0.0,21.4
Estimate Sex And Age Total Population 15 To 19 Years,4,6,2.4,3.9
Estimate Sex And Age Total Population 20 To 24 Years,10,11,6.1,7.5
Estimate Sex And Age Total Population 25 To 34 Years,0,13,0.0,21.4
Estimate Sex And Age Total Population 35 To 44 Years,22,26,13.4,12.0
Estimate Sex And Age Total Population 45 To 54 Years,14,14,8.5,10.4
Estimate Sex And Age Total Population 55 To 59 Years,31,31,18.9,20.2
Estimate Sex And Age Total Population 60 To 64 Years,18,20,11.0,11.5
Estimate Sex And Age Total Population 65 To 74 Years,38,44,23.2,20.5
Estimate Sex And Age Total Population 75 To 84 Years,9,15,5.5,8.1
Estimate Sex And Age Total Population 85 Years And Over,18,28,11.0,16.2
Estimate Sex And Age Total Population Median Age (Years),61.2,8.4,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,0,13,0.0,21.4
Estimate Sex And Age Total Population 16 Years And Over,164,98,100.0,21.4
Estimate Sex And Age Total Population 18 Years And Over,164,98,100.0,21.4
Estimate Sex And Age Total Population 21 Years And Over,160,97,97.6,3.9
Estimate Sex And Age Total Population 62 Years And Over,77,73,47.0,25.8
Estimate Sex And Age Total Population 65 Years And Over,65,62,39.6,22.4
Estimate Sex And Age Total Population 18 Years And Over,164,98,164,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,83,62,50.6,12.3
Estimate Sex And Age Total Population 18 Years And Over Female,81,41,49.4,12.3
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),102.5,46.8,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,65,62,65,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,32,31,49.2,4.1
Estimate Sex And Age Total Population 65 Years And Over Female,33,31,50.8,4.1
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),97.0,16.6,(X),(X)
Estimate Race Total Population,164,98,164,(X)
Estimate Race Total Population One Race,164,98,100.0,21.4
Estimate Race Total Population Two Or More Races,0,13,0.0,21.4
Estimate Race Total Population One Race,164,98,100.0,21.4
Estimate Race Total Population One Race White,164,98,100.0,21.4
Estimate Race Total Population One Race Black Or African American,0,13,0.0,21.4
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,21.4
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,21.4
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,21.4
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,21.4
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,21.4
Estimate Race Total Population One Race Asian,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Korean,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,21.4
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,21.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,21.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,21.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,21.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,21.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,21.4
Estimate Race Total Population One Race Some Other Race,0,13,0.0,21.4
Estimate Race Total Population Two Or More Races,0,13,0.0,21.4
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,21.4
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,21.4
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,21.4
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,21.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,164,98,164,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,164,98,100.0,21.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,0,13,0.0,21.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,21.4
