Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1025,724,1025,(X)
Estimate Sex And Age Total Population Male,361,207,35.2,17.4
Estimate Sex And Age Total Population Female,664,570,64.8,17.4
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),54.4,47.6,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,304,415,29.7,25.9
Estimate Sex And Age Total Population 5 To 9 Years,65,99,6.3,6.1
Estimate Sex And Age Total Population 10 To 14 Years,0,13,0.0,3.8
Estimate Sex And Age Total Population 15 To 19 Years,72,70,7.0,4.3
Estimate Sex And Age Total Population 20 To 24 Years,44,51,4.3,5.9
Estimate Sex And Age Total Population 25 To 34 Years,19,33,1.9,3.6
Estimate Sex And Age Total Population 35 To 44 Years,128,169,12.5,9.4
Estimate Sex And Age Total Population 45 To 54 Years,70,65,6.8,8.0
Estimate Sex And Age Total Population 55 To 59 Years,119,92,11.6,14.2
Estimate Sex And Age Total Population 60 To 64 Years,94,109,9.2,13.2
Estimate Sex And Age Total Population 65 To 74 Years,74,69,7.2,8.7
Estimate Sex And Age Total Population 75 To 84 Years,19,32,1.9,3.5
Estimate Sex And Age Total Population 85 Years And Over,17,28,1.7,3.2
Estimate Sex And Age Total Population Median Age (Years),35.1,43.4,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,441,564,43.0,32.1
Estimate Sex And Age Total Population 16 Years And Over,636,305,62.0,30.2
Estimate Sex And Age Total Population 18 Years And Over,584,271,57.0,32.1
Estimate Sex And Age Total Population 21 Years And Over,564,264,55.0,30.5
Estimate Sex And Age Total Population 62 Years And Over,135,83,13.2,12.8
Estimate Sex And Age Total Population 65 Years And Over,110,80,10.7,11.0
Estimate Sex And Age Total Population 18 Years And Over,584,271,584,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,326,179,55.8,15.9
Estimate Sex And Age Total Population 18 Years And Over Female,258,149,44.2,15.9
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),126.4,82.6,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,110,80,110,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,53,49,48.2,29.9
Estimate Sex And Age Total Population 65 Years And Over Female,57,53,51.8,29.9
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),93.0,128.9,(X),(X)
Estimate Race Total Population,1025,724,1025,(X)
