Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1627,298,1627,(X)
Estimate Sex And Age Total Population Male,698,251,42.9,10.3
Estimate Sex And Age Total Population Female,929,181,57.1,10.3
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),75.1,32.0,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,32,29,2.0,1.8
Estimate Sex And Age Total Population 5 To 9 Years,26,26,1.6,1.6
Estimate Sex And Age Total Population 10 To 14 Years,81,59,5.0,3.5
Estimate Sex And Age Total Population 15 To 19 Years,43,53,2.6,3.1
Estimate Sex And Age Total Population 20 To 24 Years,136,130,8.4,7.6
Estimate Sex And Age Total Population 25 To 34 Years,106,70,6.5,4.1
Estimate Sex And Age Total Population 35 To 44 Years,124,109,7.6,6.1
Estimate Sex And Age Total Population 45 To 54 Years,169,84,10.4,4.9
Estimate Sex And Age Total Population 55 To 59 Years,165,80,10.1,4.5
Estimate Sex And Age Total Population 60 To 64 Years,161,74,9.9,4.7
Estimate Sex And Age Total Population 65 To 74 Years,374,131,23.0,7.5
Estimate Sex And Age Total Population 75 To 84 Years,132,91,8.1,5.6
Estimate Sex And Age Total Population 85 Years And Over,78,44,4.8,2.9
Estimate Sex And Age Total Population Median Age (Years),57.7,5.1,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,174,102,10.7,5.6
Estimate Sex And Age Total Population 16 Years And Over,1453,263,89.3,5.6
Estimate Sex And Age Total Population 18 Years And Over,1453,263,89.3,5.6
Estimate Sex And Age Total Population 21 Years And Over,1407,277,86.5,6.4
Estimate Sex And Age Total Population 62 Years And Over,689,164,42.3,10.3
Estimate Sex And Age Total Population 65 Years And Over,584,161,35.9,9.4
Estimate Sex And Age Total Population 18 Years And Over,1453,263,1453,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,587,241,40.4,11.8
Estimate Sex And Age Total Population 18 Years And Over Female,866,173,59.6,11.8
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),67.8,33.9,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,584,161,584,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,264,131,45.2,12.7
Estimate Sex And Age Total Population 65 Years And Over Female,320,81,54.8,12.7
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),82.5,43.9,(X),(X)
Estimate Race Total Population,1627,298,1627,(X)
Estimate Race Total Population One Race,1576,297,96.9,2.8
Estimate Race Total Population Two Or More Races,51,46,3.1,2.8
Estimate Race Total Population One Race,1576,297,96.9,2.8
Estimate Race Total Population One Race White,1401,256,86.1,5.7
Estimate Race Total Population One Race Black Or African American,68,89,4.2,5.1
Estimate Race Total Population One Race American Indian And Alaska Native,8,13,0.5,0.8
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,2.4
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,2.4
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,2.4
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,2.4
Estimate Race Total Population One Race Asian,53,63,3.3,4.0
Estimate Race Total Population One Race Asian Asian Indian,8,14,0.5,0.9
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,2.4
Estimate Race Total Population One Race Asian Filipino,36,58,2.2,3.6
Estimate Race Total Population One Race Asian Japanese,9,18,0.6,1.2
Estimate Race Total Population One Race Asian Korean,0,13,0.0,2.4
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,2.4
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,2.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,2.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,2.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,2.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,2.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,2.4
Estimate Race Total Population One Race Some Other Race,46,70,2.8,4.2
Estimate Race Total Population Two Or More Races,51,46,3.1,2.8
Estimate Race Total Population Two Or More Races White And Black Or African American,17,25,1.0,1.5
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,2.4
Estimate Race Total Population Two Or More Races White And Asian,8,16,0.5,1.0
