Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,182,118,182,(X)
Estimate Sex And Age Total Population Male,117,79,64.3,11.2
Estimate Sex And Age Total Population Female,65,46,35.7,11.2
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),180.0,85.0,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,13,0.0,19.6
Estimate Sex And Age Total Population 5 To 9 Years,0,13,0.0,19.6
Estimate Sex And Age Total Population 10 To 14 Years,13,22,7.1,9.4
Estimate Sex And Age Total Population 15 To 19 Years,20,25,11.0,8.8
Estimate Sex And Age Total Population 20 To 24 Years,10,16,5.5,8.3
Estimate Sex And Age Total Population 25 To 34 Years,29,35,15.9,17.4
Estimate Sex And Age Total Population 35 To 44 Years,10,15,5.5,9.7
Estimate Sex And Age Total Population 45 To 54 Years,41,48,22.5,19.4
Estimate Sex And Age Total Population 55 To 59 Years,17,26,9.3,13.4
Estimate Sex And Age Total Population 60 To 64 Years,19,28,10.4,13.9
Estimate Sex And Age Total Population 65 To 74 Years,23,28,12.6,17.6
Estimate Sex And Age Total Population 75 To 84 Years,0,13,0.0,19.6
Estimate Sex And Age Total Population 85 Years And Over,0,13,0.0,19.6
Estimate Sex And Age Total Population Median Age (Years),47.7,10.9,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,33,45,18.1,16.7
Estimate Sex And Age Total Population 16 Years And Over,169,105,92.9,9.4
Estimate Sex And Age Total Population 18 Years And Over,149,88,81.9,16.7
Estimate Sex And Age Total Population 21 Years And Over,139,82,76.4,18.1
Estimate Sex And Age Total Population 62 Years And Over,42,39,23.1,20.9
Estimate Sex And Age Total Population 65 Years And Over,23,28,12.6,17.6
Estimate Sex And Age Total Population 18 Years And Over,149,88,149,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,97,63,65.1,12.0
Estimate Sex And Age Total Population 18 Years And Over Female,52,31,34.9,12.0
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),186.5,88.4,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,23,28,23,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,8,12,34.8,32.1
Estimate Sex And Age Total Population 65 Years And Over Female,15,19,65.2,32.1
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),53.3,63.8,(X),(X)
Estimate Race Total Population,182,118,182,(X)
Estimate Race Total Population One Race,166,118,91.2,13.4
Estimate Race Total Population Two Or More Races,16,24,8.8,13.4
Estimate Race Total Population One Race,166,118,91.2,13.4
Estimate Race Total Population One Race White,166,118,91.2,13.4
Estimate Race Total Population One Race Black Or African American,0,13,0.0,19.6
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,19.6
