Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1779,612,1779,(X)
Estimate Sex And Age Total Population Male,913,376,51.3,9.5
Estimate Sex And Age Total Population Female,866,320,48.7,9.5
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),105.4,40.6,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,13,0.0,2.2
Estimate Sex And Age Total Population 5 To 9 Years,100,166,5.6,8.9
Estimate Sex And Age Total Population 10 To 14 Years,0,13,0.0,2.2
Estimate Sex And Age Total Population 15 To 19 Years,45,70,2.5,3.9
Estimate Sex And Age Total Population 20 To 24 Years,107,122,6.0,6.1
Estimate Sex And Age Total Population 25 To 34 Years,48,72,2.7,3.8
Estimate Sex And Age Total Population 35 To 44 Years,146,111,8.2,5.8
Estimate Sex And Age Total Population 45 To 54 Years,306,188,17.2,8.9
Estimate Sex And Age Total Population 55 To 59 Years,279,210,15.7,10.9
Estimate Sex And Age Total Population 60 To 64 Years,129,145,7.3,7.7
Estimate Sex And Age Total Population 65 To 74 Years,321,196,18.0,11.1
Estimate Sex And Age Total Population 75 To 84 Years,143,116,8.0,5.8
Estimate Sex And Age Total Population 85 Years And Over,155,106,8.7,5.7
Estimate Sex And Age Total Population Median Age (Years),58.5,6.0,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,100,166,5.6,8.9
Estimate Sex And Age Total Population 16 Years And Over,1679,570,94.4,8.9
Estimate Sex And Age Total Population 18 Years And Over,1679,570,94.4,8.9
Estimate Sex And Age Total Population 21 Years And Over,1592,532,89.5,9.7
Estimate Sex And Age Total Population 62 Years And Over,748,298,42.0,13.0
Estimate Sex And Age Total Population 65 Years And Over,619,260,34.8,12.8
Estimate Sex And Age Total Population 18 Years And Over,1679,570,1679,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,861,367,51.3,10.1
Estimate Sex And Age Total Population 18 Years And Over Female,818,290,48.7,10.1
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),105.3,43.0,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,619,260,619,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,299,201,48.3,18.5
Estimate Sex And Age Total Population 65 Years And Over Female,320,139,51.7,18.5
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),93.4,74.9,(X),(X)
Estimate Race Total Population,1779,612,1779,(X)
Estimate Race Total Population One Race,1585,558,89.1,13.2
Estimate Race Total Population Two Or More Races,194,256,10.9,13.2
Estimate Race Total Population One Race,1585,558,89.1,13.2
Estimate Race Total Population One Race White,1282,536,72.1,16.4
Estimate Race Total Population One Race Black Or African American,119,110,6.7,6.3
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,2.2
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,2.2
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,2.2
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,2.2
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,2.2
Estimate Race Total Population One Race Asian,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Korean,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,2.2
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,2.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,2.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,2.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,2.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,2.2
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,2.2
Estimate Race Total Population One Race Some Other Race,184,199,10.3,11.4
Estimate Race Total Population Two Or More Races,194,256,10.9,13.2
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,2.2
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,2.2
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,2.2
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,2.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,1779,612,1779,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,1476,594,83.0,12.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,119,110,6.7,6.3
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,2.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,13,0.0,2.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,13,0.0,2.2
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,378,324,21.2,16.4
Estimate Hispanic Or Latino And Race Total Population,1779,612,1779,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),43,65,2.4,3.7
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,0,13,0.0,2.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,13,0.0,2.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,13,0.0,2.2
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,43,65,2.4,3.7
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,1736,605,97.6,3.7
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,1282,536,72.1,16.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,119,110,6.7,6.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,13,0.0,2.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,13,0.0,2.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,13,0.0,2.2
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,184,199,10.3,11.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,151,249,8.5,13.3
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,151,249,8.5,13.3
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",0,13,0.0,2.2
Estimate Total Housing Units,1835,338,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",1679,570,1679,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",861,367,51.3,10.1
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",818,290,48.7,10.1
