Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,152,70,152,(X)
Estimate Sex And Age Total Population Male,79,39,52.0,6.8
Estimate Sex And Age Total Population Female,73,33,48.0,6.8
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),108.2,31.0,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,2,3,1.3,1.8
Estimate Sex And Age Total Population 5 To 9 Years,6,8,3.9,5.0
Estimate Sex And Age Total Population 10 To 14 Years,17,24,11.2,12.4
Estimate Sex And Age Total Population 15 To 19 Years,3,4,2.0,2.5
Estimate Sex And Age Total Population 20 To 24 Years,3,3,2.0,2.4
Estimate Sex And Age Total Population 25 To 34 Years,16,14,10.5,9.0
Estimate Sex And Age Total Population 35 To 44 Years,25,18,16.4,7.2
Estimate Sex And Age Total Population 45 To 54 Years,22,17,14.5,7.9
Estimate Sex And Age Total Population 55 To 59 Years,16,12,10.5,7.0
Estimate Sex And Age Total Population 60 To 64 Years,19,12,12.5,8.2
Estimate Sex And Age Total Population 65 To 74 Years,13,12,8.6,7.0
Estimate Sex And Age Total Population 75 To 84 Years,8,7,5.3,5.8
Estimate Sex And Age Total Population 85 Years And Over,2,3,1.3,1.9
Estimate Sex And Age Total Population Median Age (Years),45.4,4.9,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,28,28,18.4,11.6
Estimate Sex And Age Total Population 16 Years And Over,127,50,83.6,11.7
Estimate Sex And Age Total Population 18 Years And Over,124,49,81.6,11.6
Estimate Sex And Age Total Population 21 Years And Over,121,48,79.6,11.2
Estimate Sex And Age Total Population 62 Years And Over,30,15,19.7,11.0
Estimate Sex And Age Total Population 65 Years And Over,23,15,15.1,10.6
Estimate Sex And Age Total Population 18 Years And Over,124,49,124,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,63,26,50.8,6.4
Estimate Sex And Age Total Population 18 Years And Over Female,61,25,49.2,6.4
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),103.3,27.7,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,23,15,23,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,10,7,43.5,25.6
Estimate Sex And Age Total Population 65 Years And Over Female,13,12,56.5,25.6
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),76.9,85.9,(X),(X)
Estimate Race Total Population,152,70,152,(X)
Estimate Race Total Population One Race,152,70,100.0,22.9
Estimate Race Total Population Two Or More Races,0,13,0.0,22.9
Estimate Race Total Population One Race,152,70,100.0,22.9
Estimate Race Total Population One Race White,143,61,94.1,7.9
Estimate Race Total Population One Race Black Or African American,0,13,0.0,22.9
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,22.9
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,22.9
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,22.9
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,22.9
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,22.9
Estimate Race Total Population One Race Asian,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Korean,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,22.9
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,22.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,22.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,22.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,22.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,22.9
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,22.9
Estimate Race Total Population One Race Some Other Race,9,14,5.9,7.9
Estimate Race Total Population Two Or More Races,0,13,0.0,22.9
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,22.9
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,22.9
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,22.9
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,22.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,152,70,152,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,143,61,94.1,7.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,0,13,0.0,22.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,22.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,13,0.0,22.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,13,0.0,22.9
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,9,14,5.9,7.9
Estimate Hispanic Or Latino And Race Total Population,152,70,152,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),9,14,5.9,7.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,9,14,5.9,7.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,143,61,94.1,7.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,143,61,94.1,7.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,0,13,0.0,22.9
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,0,13,0.0,22.9
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",0,13,0.0,22.9
Estimate Total Housing Units,63,23,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",121,49,121,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",63,26,52.1,6.1
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",58,24,47.9,6.1
