Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,365,372,365,(X)
Estimate Sex And Age Total Population Male,199,185,54.5,13.6
Estimate Sex And Age Total Population Female,166,193,45.5,13.6
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),119.9,75.3,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,13,0.0,10.4
Estimate Sex And Age Total Population 5 To 9 Years,42,66,11.5,8.8
Estimate Sex And Age Total Population 10 To 14 Years,85,131,23.3,17.9
Estimate Sex And Age Total Population 15 To 19 Years,86,113,23.6,12.1
Estimate Sex And Age Total Population 20 To 24 Years,1,2,0.3,0.7
Estimate Sex And Age Total Population 25 To 34 Years,7,13,1.9,5.5
Estimate Sex And Age Total Population 35 To 44 Years,51,63,14.0,9.1
Estimate Sex And Age Total Population 45 To 54 Years,0,13,0.0,10.4
Estimate Sex And Age Total Population 55 To 59 Years,22,37,6.0,14.9
Estimate Sex And Age Total Population 60 To 64 Years,70,82,19.2,36.1
Estimate Sex And Age Total Population 65 To 74 Years,0,13,0.0,10.4
Estimate Sex And Age Total Population 75 To 84 Years,1,2,0.3,0.7
Estimate Sex And Age Total Population 85 Years And Over,0,13,0.0,10.4
Estimate Sex And Age Total Population Median Age (Years),19.1,41.1,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,179,257,49.0,30.3
Estimate Sex And Age Total Population 16 Years And Over,238,187,65.2,26.7
Estimate Sex And Age Total Population 18 Years And Over,186,132,51.0,30.3
Estimate Sex And Age Total Population 21 Years And Over,152,97,41.6,37.1
Estimate Sex And Age Total Population 62 Years And Over,29,48,7.9,17.2
Estimate Sex And Age Total Population 65 Years And Over,1,2,0.3,0.7
Estimate Sex And Age Total Population 18 Years And Over,186,132,186,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,104,81,55.9,22.9
Estimate Sex And Age Total Population 18 Years And Over Female,82,71,44.1,22.9
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),126.8,126.3,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,1,2,1,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,1,2,100.0,100.0
Estimate Sex And Age Total Population 65 Years And Over Female,0,13,0.0,100.0
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),-666666666.0,-222222222.0,(X),(X)
Estimate Race Total Population,365,372,365,(X)
Estimate Race Total Population One Race,365,372,100.0,10.4
Estimate Race Total Population Two Or More Races,0,13,0.0,10.4
Estimate Race Total Population One Race,365,372,100.0,10.4
Estimate Race Total Population One Race White,362,371,99.2,1.6
Estimate Race Total Population One Race Black Or African American,3,6,0.8,1.6
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,10.4
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,10.4
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,10.4
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,10.4
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,10.4
Estimate Race Total Population One Race Asian,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Asian Indian,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Chinese,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Filipino,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Japanese,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Korean,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Vietnamese,0,13,0.0,10.4
Estimate Race Total Population One Race Asian Other Asian,0,13,0.0,10.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander,0,13,0.0,10.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Native Hawaiian,0,13,0.0,10.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Chamorro,0,13,0.0,10.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Samoan,0,13,0.0,10.4
Estimate Race Total Population One Race Native Hawaiian And Other Pacific Islander Other Pacific Islander,0,13,0.0,10.4
Estimate Race Total Population One Race Some Other Race,0,13,0.0,10.4
Estimate Race Total Population Two Or More Races,0,13,0.0,10.4
Estimate Race Total Population Two Or More Races White And Black Or African American,0,13,0.0,10.4
Estimate Race Total Population Two Or More Races White And American Indian And Alaska Native,0,13,0.0,10.4
Estimate Race Total Population Two Or More Races White And Asian,0,13,0.0,10.4
Estimate Race Total Population Two Or More Races Black Or African American And American Indian And Alaska Native,0,13,0.0,10.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population,365,372,365,(X)
Estimate Race Alone Or In Combination With One Or More Other Races Total Population White,362,371,99.2,1.6
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Black Or African American,3,6,0.8,1.6
Estimate Race Alone Or In Combination With One Or More Other Races Total Population American Indian And Alaska Native,0,13,0.0,10.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Asian,0,13,0.0,10.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Native Hawaiian And Other Pacific Islander,0,13,0.0,10.4
Estimate Race Alone Or In Combination With One Or More Other Races Total Population Some Other Race,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population,365,372,365,(X)
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race),0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Mexican,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Puerto Rican,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Cuban,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Hispanic Or Latino (Of Any Race) Other Hispanic Or Latino,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino,365,372,100.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino White Alone,362,371,99.2,1.6
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Black Or African American Alone,3,6,0.8,1.6
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino American Indian And Alaska Native Alone,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Asian Alone,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Native Hawaiian And Other Pacific Islander Alone,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Some Other Race Alone,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races,0,13,0.0,10.4
Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Including Some Other Race,0,13,0.0,10.4
"Estimate Hispanic Or Latino And Race Total Population Not Hispanic Or Latino Two Or More Races Two Races Excluding Some Other Race, And Three Or More Races",0,13,0.0,10.4
Estimate Total Housing Units,124,90,(X),(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population",185,132,185,(X)
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Male",103,81,55.7,23.0
"Estimate Citizen, Voting Age Population Citizen, 18 And Over Population Female",82,71,44.3,23.0
