Label,Estimate,Margin of Error,Percent,Percent Margin of Error
Estimate Sex And Age Total Population,1582,401,1582,(X)
Estimate Sex And Age Total Population Male,625,165,39.5,6.9
Estimate Sex And Age Total Population Female,957,293,60.5,6.9
Estimate Sex And Age Total Population Sex Ratio (Males Per 100 Females),65.3,19.5,(X),(X)
Estimate Sex And Age Total Population Under 5 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 5 To 9 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 10 To 14 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 15 To 19 Years,1033,389,65.3,12.1
Estimate Sex And Age Total Population 20 To 24 Years,542,174,34.3,12.1
Estimate Sex And Age Total Population 25 To 34 Years,7,13,0.4,0.9
Estimate Sex And Age Total Population 35 To 44 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 45 To 54 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 55 To 59 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 60 To 64 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 65 To 74 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 75 To 84 Years,0,13,0.0,2.5
Estimate Sex And Age Total Population 85 Years And Over,0,13,0.0,2.5
Estimate Sex And Age Total Population Median Age (Years),19.6,0.3,(X),(X)
Estimate Sex And Age Total Population Under 18 Years,17,24,1.1,1.4
Estimate Sex And Age Total Population 16 Years And Over,1582,401,100.0,2.5
Estimate Sex And Age Total Population 18 Years And Over,1565,390,98.9,1.4
Estimate Sex And Age Total Population 21 Years And Over,208,98,13.1,6.5
Estimate Sex And Age Total Population 62 Years And Over,0,13,0.0,2.5
Estimate Sex And Age Total Population 65 Years And Over,0,13,0.0,2.5
Estimate Sex And Age Total Population 18 Years And Over,1565,390,1565,(X)
Estimate Sex And Age Total Population 18 Years And Over Male,618,161,39.5,6.9
Estimate Sex And Age Total Population 18 Years And Over Female,947,285,60.5,6.9
Estimate Sex And Age Total Population 18 Years And Over Sex Ratio (Males Per 100 Females),65.3,19.3,(X),(X)
Estimate Sex And Age Total Population 65 Years And Over,0,13,0,(X)
Estimate Sex And Age Total Population 65 Years And Over Male,0,13,-666666666.0,-222222222.0
Estimate Sex And Age Total Population 65 Years And Over Female,0,13,-666666666.0,-222222222.0
Estimate Sex And Age Total Population 65 Years And Over Sex Ratio (Males Per 100 Females),-666666666.0,-222222222.0,(X),(X)
Estimate Race Total Population,1582,401,1582,(X)
Estimate Race Total Population One Race,1492,368,94.3,4.4
Estimate Race Total Population Two Or More Races,90,78,5.7,4.4
Estimate Race Total Population One Race,1492,368,94.3,4.4
Estimate Race Total Population One Race White,1363,376,86.2,6.3
Estimate Race Total Population One Race Black Or African American,83,65,5.2,4.4
Estimate Race Total Population One Race American Indian And Alaska Native,0,13,0.0,2.5
Estimate Race Total Population One Race American Indian And Alaska Native Cherokee Tribal Grouping,0,13,0.0,2.5
Estimate Race Total Population One Race American Indian And Alaska Native Chippewa Tribal Grouping,0,13,0.0,2.5
Estimate Race Total Population One Race American Indian And Alaska Native Navajo Tribal Grouping,0,13,0.0,2.5
Estimate Race Total Population One Race American Indian And Alaska Native Sioux Tribal Grouping,0,13,0.0,2.5
Estimate Race Total Population One Race Asian,41,38,2.6,2.5
Estimate Race Total Population One Race Asian Asian Indian,14,20,0.9,1.3
